symbol	name	chrom	start	end
RPL10L	ribosomal protein L10 like	14	46651780	46651009
SPATA6L	spermatogenesis associated 6 like	9	4666479	4588820
TDRD6	tudor domain containing 6	6	46680267	46704318
PRSS42P	serine protease 42, pseudogene	3	46834094	46829541
COX7B2	cytochrome c oxidase subunit 7B2	4	46909244	46734826
CDYL	chromodomain Y like	6	4706137	4955543
CDK16	cyclin dependent kinase 16	X	47218302	47229996
ZMYND15	zinc finger MYND-type containing 15	17	4739832	4746118
ZNF541	zinc finger protein 541	19	47573308	47520689
MSH6	mutS homolog 6	2	47783144	47810100
LRRC46	leucine rich repeat containing 46	17	47831669	47837718
SEPTIN12	septin 12	16	4791827	4777605
SSX1	SSX family member 1	X	48255391	48267443
RB1	RB transcriptional corepressor 1	13	48303750	48481889
H1-7	H1.7 linker histone	12	48328979	48330278
SIAH1	siah E3 ubiquitin protein ligase 1	16	48387245	48360530
SPATA6	spermatogenesis associated 6	1	48472203	48261388
SPMIP11	sperm microtubule inner protein 11	12	48727434	48771458
LHCGR	luteinizing hormone/choriogonadotropin receptor	2	48755723	48686773
BAX	BCL2 associated X, apoptosis regulator	19	48954874	48961797
FNDC3A	fibronectin type III domain containing 3A	13	48975290	49209778
PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	12	49018775	49002273
DHH	desert hedgehog signaling molecule	12	49094800	49086655
FSHR	follicle stimulating hormone receptor	2	49154514	48962156
ARRDC5	arrestin domain containing 5	19	4916819	4890436
TUBA1A	tubulin alpha 1a	12	49189079	49184794
IHO1	interactor of HORMAD1 1	3	49191308	49258105
C3orf62	chromosome 3 open reading frame 62	3	49277231	49268595
KASH5	KASH domain containing 5	19	49388248	49417989
PGK2	phosphoglycerate kinase 2	6	49787284	49785659
SLC9A8	solute carrier family 9 member A8	20	49812827	49892241
SPATA2	spermatogenesis associated 2	20	49915528	49903390
RNF114	ring finger protein 114	20	49936396	49953884
PCDH11Y	protocadherin 11 Y-linked	Y	5000295	5742227
RACGAP1	Rac GTPase activating protein 1	12	50033439	49989161
TTLL8	tubulin tyrosine ligase like 8	22	50058297	50018574
MOV10L1	Mov10 like RNA helicase 1	22	50090005	50161686
SPMIP7	sperm microtubule inner protein 7	7	50095882	50159255
H1-9P	H1.9 linker histone, pseudogene	17	50172475	50171427
AKAP4	A-kinase anchoring protein 4	X	50201006	50190776
CFAP53	cilia and flagella associated protein 53	18	50266494	50227192
SBF1	SET binding factor 1	22	50475034	50444999
MYCBPAP	MYCBP associated protein	17	50507777	50531500
SPATA20	spermatogenesis associated 20	17	50547173	50555851
SYCE3	synaptonemal complex central element protein 3	22	50562918	50551111
TPGS1	tubulin polyglutamylase complex subunit 1	19	507496	519653
TMPRSS12	transmembrane serine protease 12	12	50842925	50887883
PRKG1	protein kinase cGMP-dependent 1	10	50990887	52298349
SMAD4	SMAD family member 4	18	51030212	51085041
UTP14C	UTP14C small subunit processome component	13	52024690	52033599
BCL2L10	BCL2 like 10	15	52112774	52109262
POC1A	POC1 centriolar protein A	3	52154422	52075225
DNAH1	dynein axonemal heavy chain 1	3	52310919	52400491
EFHC1	EF-hand domain containing 1	6	52420341	52497197
SFMBT1	Scm like with four mbt domains 1	3	53046072	52903571
RIBC1	RIB43A domain with coiled-coils 1	X	53422872	53431114
TARBP2	TARBP2 subunit of RISC loading complex	12	53500922	53506430
NDC1	NDC1 transmembrane nucleoporin	1	53838295	53765477
IFT25	intraflagellar transport 25	1	53946304	53911575
PSME4	proteasome activator subunit 4	2	53970992	53864068
SOX17	SRY-box transcription factor 17	8	54457934	54460891
GTSF1	gametocyte specific factor 1	12	54473601	54455956
TDRP	testis development related protein	8	545779	489945
KIT	KIT proto-oncogene, receptor tyrosine kinase	4	54657956	54740714
DNAAF3	dynein axonemal assembly factor 3	19	55166721	55158660
MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	5	55227314	55219563
CCNO	cyclin O	5	55233607	55231151
PIERCE2	piercer of microtubule wall 2	15	55408494	55418797
ZNF628	zinc finger protein 628	19	55476616	55484486
CLOCK	clock circadian regulator	4	55546908	55427902
PYGO1	pygopus family PHD finger 1	15	55588970	55538883
PDCL2	phosducin like 2	4	55592244	55556518
DDX4	DEAD-box helicase 4	5	55738060	55817156
SEPTIN14	septin 14	7	55862751	55793539
MNS1	meiosis specific nuclear structural 1	15	56465136	56428723
FAM209A	family with sequence similarity 209 member A	20	56524743	56533589
FAM209B	family with sequence similarity 209 member B	20	56533245	56536519
SPINK2	serine peptidase inhibitor Kazal type 2	4	56821868	56809859
CATSPERD	catsper channel auxiliary subunit delta	19	5720636	5778733
SPO11	SPO11 initiator of meiotic double strand breaks	20	57329802	57343992
GLI1	GLI family zinc finger 1	12	57459784	57472267
B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	12	57633200	57623408
DRC7	dynein regulatory complex subunit 7	16	57694805	57731804
BTBD18	BTB domain containing 18	11	57753165	57743513
SPMIP8	sperm microtubule inner protein 8	16	57976543	57988115
CFAP20	cilia and flagella associated protein 20	16	58129380	58113591
CSNK2A2	casein kinase 2 alpha 2	16	58198105	58157906
ARID4A	AT-rich interaction domain 4A	14	58298554	58373875
HSF5	heat shock transcription factor 5	17	58488407	58420166
SEPTIN4	septin 4	17	58544327	58520255
RAD51C	RAD51 paralog C	17	58692572	58735610
HOOK1	hook microtubule tethering protein 1	1	59814948	59876321
NPHP4	nephrocystin 4	1	5992424	5862810
C14orf39	chromosome 14 open reading frame 39	14	60515543	60435955
USP42	ubiquitin specific peptidase 42	7	6081240	6161563
SPATA31A5	SPATA31 subfamily A member 5	9	60914371	60920652
RFX2	regulatory factor X2	19	6110499	5993163
SPATA31A7	SPATA31 subfamily A member 7	9	61190035	61196279
ACSBG2	acyl-CoA synthetase bubblegum family member 2	19	6135632	6193090
SAXO4	stabilizer of axonemal microtubules 4	11	61481119	61490927
CHD5	chromodomain helicase DNA binding protein 5	1	6180320	6101786
BRIP1	BRCA1 interacting DNA helicase 1	17	61863527	61679138
TSPY2	testis specific protein Y-linked 2	Y	6246222	6249017
TCFL5	transcription factor like 5	20	62861821	62841004
ACE	angiotensin I converting enzyme	17	63477060	63498372
DPY19L2	dpy-19 like 2	12	63668804	63558912
CATSPERZ	catsper channel auxiliary subunit zeta	11	64300357	64304769
HSPA2	heat shock protein family A (Hsp70) member 2	14	64535904	64543236
MAJIN	membrane anchored junction protein	11	64972107	64938229
DNHD1	dynein heavy chain domain 1	11	6497279	6572019
KAT5	lysine acetyltransferase 5	11	65712017	65719603
OVOL1	ovo like transcriptional repressor 1	11	65787062	65797213
HMGA2	high mobility group AT-hook 2	12	65824459	65966290
CATSPER1	cation channel sperm associated 1	11	66026478	66016751
NSUN2	NOP2/Sun RNA methyltransferase 2	5	6633043	6599238
ACRBP	acrosin binding protein	12	6647431	6638074
CCDC87	coiled-coil domain containing 87	11	66593062	66590175
MYBL1	MYB proto-oncogene like 1	8	66613217	66562174
MCMDC2	minichromosome maintenance domain containing 2	8	66870770	66926381
SPATA31A3	SPATA31 subfamily A member 3	9	66992549	66986303
GARIN2	golgi associated RAB2 interactor family member 2	14	67189439	67228557
KCTD19	potassium channel tetramerization domain containing 19	16	67326740	67289431
AR	androgen receptor	X	67544020	67730618
TSNAXIP1	translin associated factor X interacting protein 1	16	67806888	67828067
SIRT1	sirtuin 1	10	67884655	67918389
PIAS1	protein inhibitor of activated STAT 1	15	68054314	68193846
HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	10	68075282	67921904
TEKT1	tektin 1	17	6831728	6797992
YTHDC1	YTH N6-methyladenosine RNA binding protein C1	4	68350089	68310386
TESMIN	testis expressed metallothionein like protein	11	68751519	68704795
PRKACG	protein kinase cAMP-activated catalytic subunit gamma	9	69014112	69012503
LRRC23	leucine rich repeat containing 23	12	6904821	6914228
TMF1	TATA element modulatory factor 1	3	69052332	69019826
CCNB1	cyclin B1	5	69167149	69178244
ATN1	atrophin 1	12	6924458	6942320
CFAP95	cilia and flagella associated protein 95	9	69820816	69906226
GMCL1	germ cell-less 1, spermatogenesis associated	2	69829659	69881383
NLRP14	NLR family pyrin domain containing 14	11	7020445	7090899
CABS1	calcium binding protein, spermatid associated 1	4	70334980	70337115
TBATA	thymus, brain and testes associated	10	70785376	70771237
SGPL1	sphingosine-1-phosphate lyase 1	10	70815947	70881183
TSPAN8	tetraspanin 8	12	71157998	71125095
PROK2	prokineticin 2	3	71785147	71771654
SOX9	SRY-box transcription factor 9	17	72121019	72126415
CYP26B1	cytochrome P450 family 26 subfamily B member 1	2	72147861	72129237
PMFBP1	polyamine modulated factor 1 binding protein 1	16	72249948	72116656
BBS4	Bardet-Biedl syndrome 4	15	72686206	72738472
YBX2	Y-box binding protein 2	17	7294638	7288262
NEURL4	neuralized E3 ubiquitin protein ligase 4	17	7329334	7315627
FKBP6	FKBP prolyl isomerase family member 6 (inactive)	7	73328160	73358624
REC114	REC114 meiotic recombination protein	15	73443163	73560012
TBC1D21	TBC1 domain family member 21	15	73873563	73910023
BBOF1	basal body orientation factor 1	14	74019348	74082863
SPEM1	spermatid maturation 1	17	7420323	7421631
SPEM3	SPEM family member 3	17	7428856	7432819
SPAG11B	sperm associated antigen 11B	8	7463541	7447753
M1AP	meiosis 1 associated protein	2	74648329	74557882
DUSP13B	dual specificity phosphatase 13B	10	75109190	75094433
H3-3B	H3.3 histone B	17	75779778	75776433
MSH4	mutS homolog 4	1	75796881	75913241
ACOX1	acyl-CoA oxidase 1	17	75979165	75941506
FOXJ1	forkhead box J1	17	76141244	76136332
QRICH2	glutamine rich 2	17	76310963	76274048
SCAPER	S-phase cyclin A associated protein in the ER	15	76905339	76347903
CCNI	cyclin I	4	77075988	77047154
CCDC146	coiled-coil domain containing 146	7	77122614	77295203
VPS13A	vacuolar protein sorting 13 homolog A	9	77177533	77421536
VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	14	77457600	77426674
MEI4	meiotic double-stranded break formation protein 4	6	77650273	77927044
SLIRP	SRA stem-loop interacting RNA binding protein	14	77708070	77717597
ATRX	ATRX chromatin remodeler	X	77786215	77504879
CEP78	centrosomal protein 78	9	78236074	78279689
AP3B1	adaptor related protein complex 3 subunit beta 1	5	78294697	78000521
VCX	variable charge X-linked	X	7842261	7844142
CFAP90	cilia and flagella associated protein 90	5	7851132	7830377
SLC2A14	solute carrier family 2 member 14	12	7891195	7812513
CTSH	cathepsin H	15	78945045	78921057
GK2	glycerol kinase 2	4	79408227	79406360
CCDC40	coiled-coil domain 40 molecular ruler complex subunit	17	80036641	80100612
FOXJ2	forkhead box J2	12	8032715	8055516
CEP128	centrosomal protein 128	14	80959501	80476968
CFAP161	cilia and flagella associated protein 161	15	81099407	81149178
CEP131	centrosomal protein 131	17	81222964	81189595
SUN1	Sad1 and UNC84 domain containing 1	7	815556	874933
SPATA31D4	SPATA31 subfamily D member 4	9	81928427	81934997
SPATA31D3	SPATA31 subfamily D member 3	9	81943499	81950092
SPATA31D1	SPATA31 subfamily D member 1	9	81987404	81995252
TEX19	testis expressed 19	17	82359246	82363774
PGM3	phosphoglucomutase 3	6	83193899	83148704
BNC1	basonuclin zinc finger protein 1	15	83284663	83255883
ODF4	outer dense fiber of sperm tails 4	17	8339839	8346045
CYLC1	cylicin 1	X	83861145	83886697
DMRT1	doublesex and mab-3 related transcription factor 1	9	841696	969089
ADAD2	adenosine deaminase domain containing 2	16	84191156	84197165
ZSCAN2	zinc finger and SCAN domain containing 2	15	84601008	84623715
STK33	serine/threonine kinase 33	11	8594227	8334823
KDM3A	lysine demethylase 3A	2	86437043	86492715
CCDC42	coiled-coil domain containing 42	17	8744835	8729934
SPATA31E1	SPATA31 subfamily E member 1	9	87882876	87888902
SPATA31C1	SPATA31 subfamily C member 1	9	87913935	87923656
FAM9A	family with sequence similarity 9 member A	X	8801382	8790794
SPACA1	sperm acrosome associated 1	6	88046900	88066837
SPATA31C2	SPATA31 subfamily C member 2	9	88138474	88129304
SPMIP9	sperm microtubule inner protein 9	2	88524648	88529584
ZC3H14	zinc finger CCCH-type containing 14	14	88563036	88627595
TRIP13	thyroid hormone receptor interactor 13	5	892883	919347
UBE2J1	ubiquitin conjugating enzyme E2 J1	6	89352721	89326624
POC1B	POC1 centriolar protein B	12	89526046	89401466
DRC4	dynein regulatory complex subunit 4	16	90019632	90044959
CFAP69	cilia and flagella associated protein 69	7	90245173	90323722
CIB1	calcium and integrin binding 1	15	90265758	90229974
FAM9B	family with sequence similarity 9 member B	X	9034126	9024231
CCER1	coiled-coil glutamate rich protein 1	12	90955175	90952214
CATSPERB	catsper channel auxiliary subunit beta	14	91732085	91580697
BRDT	bromodomain testis associated	1	91949370	92014427
BTG1	BTG anti-proliferation factor 1	12	92145845	92140277
TSPY4	testis specific protein Y-linked 4	Y	9337463	9340277
TSPY8	testis specific protein Y-linked 8	Y	9357796	9360592
RBP4	retinol binding protein 4	10	93601743	93591693
CIBAR1	CBY1 interacting BAR domain containing 1	8	93700549	93731526
TSPY3	testis specific protein Y-linked 3	Y	9398420	9401216
ANKRD49	ankyrin repeat domain 49	11	94493983	94499577
PIWIL4	piwi like RNA-mediated gene silencing 4	11	94567367	94621420
SERPINA5	serpin family A member 5	14	94581425	94593117
TSPY1	testis specific protein Y-linked 1	Y	9466954	9469748
TEKT4	tektin 4	2	94871429	94876822
TSPY9	testis specific protein Y-linked 9	Y	9487266	9490080
TSPY10	testis specific protein Y-linked 10	Y	9527879	9530675
PTCH1	patched 1	9	95516970	95442979
DZIP1	DAZ interacting zinc finger protein 1	13	95644705	95578201
SPATA9	spermatogenesis associated 9	5	95732101	95652180
CFAP52	cilia and flagella associated protein 52	17	9576641	9645553
CEP57	centrosomal protein 57	11	95790013	95832692
CCDC38	coiled-coil domain containing 38	12	95943232	95867047
CFAP54	cilia and flagella associated protein 54	12	96489576	96875554
TDRD7	tudor domain containing 7	9	97412095	97496124
TTLL3	tubulin tyrosine ligase like 3	3	9809726	9836364
SOX8	SRY-box transcription factor 8	16	981769	986978
TXNDC2	thioredoxin domain containing 2	18	9885972	9889274
TSGA10	testis specific 10	2	99154965	98997260
