symbol	name	chrom	start	end
STAT5A	signal transducer and activator of transcription 5A	17	42287438	42311942
STAT5B	signal transducer and activator of transcription 5B	17	42288369	42199176
NAGLU	N-acetyl-alpha-glucosaminidase	17	42536240	42544448
BECN1	beclin 1	17	42824281	42810131
RNF170	ring finger protein 170	8	42897298	42849636
LYAR	Ly1 antibody reactive	4	4290153	4267700
CNPY3	canopy FGF signaling regulator 3	6	42928001	42939293
IFI35	interferon induced protein 35	17	43006783	43014455
TTLL12	tubulin tyrosine ligase like 12	22	43187133	43166621
TMEM106A	transmembrane protein 106A	17	43211874	43220040
CD177	CD177 molecule	19	43353685	43366080
H2BC12L	H2B clustered histone 12 like	21	43565181	43565647
IRAK4	interleukin 1 receptor associated kinase 4	12	43758950	43789540
LACC1	laccase domain containing 1	13	43879177	43893931
TRIM21	tripartite motif containing 21	11	4393701	4384896
AARS2	alanyl-tRNA synthetase 2, mitochondrial	6	44313346	44298730
SERINC3	serine incorporator 3	20	44522069	44496220
DDX56	DEAD-box helicase 56	7	44573907	44565803
PVR	PVR cell adhesion molecule	19	44643909	44666161
B2M	beta-2-microglobulin	15	44711516	44718144
TRIM69	tripartite motif containing 69	15	44736527	44767826
NECTIN2	nectin cell adhesion molecule 2	19	44846296	44889222
ZDHHC3	zDHHC palmitoyltransferase 3	3	44976173	44915260
RELB	RELB proto-oncogene, NF-kB subunit	19	45001463	45038191
ADARB1	adenosine deaminase RNA specific B1	21	45074577	45226562
WFDC5	WAP four-disulfide core domain 5	20	45116318	45109462
WFDC12	WAP four-disulfide core domain 12	20	45124464	45123424
HEXIM1	HEXIM P-TEFb complex subunit 1	17	45148474	45152098
PI3	peptidase inhibitor 3	20	45174901	45176543
SLPI	secretory leukocyte peptidase inhibitor	20	45254563	45252238
WFDC2	WAP four-disulfide core domain 2	20	45469752	45481531
PRDX1	peroxiredoxin 1	1	45522889	45511050
WFDC10A	WAP four-disulfide core domain 10A	20	45629738	45631195
WFDC9	WAP four-disulfide core domain 9	20	45631283	45607938
PRKCE	protein kinase C epsilon	2	45651278	46187989
WFDC11	WAP four-disulfide core domain 11	20	45670238	45648562
WFDC13	WAP four-disulfide core domain 13	20	45702037	45708816
WFDC10B	WAP four-disulfide core domain 10B	20	45705018	45684650
WFDC3	WAP four-disulfide core domain 3	20	45791882	45774212
EPG5	ectopic P-granules 5 autophagy tethering factor	18	45967328	45800580
PGLYRP1	peptidoglycan recognition protein 1	19	46023052	46019152
TRIM68	tripartite motif containing 68	11	4608230	4598671
MIRLET7B	microRNA let-7b	22	46113685	46113767
LTF	lactotransferrin	3	46485233	46435644
PLPP6	phospholipid phosphatase 6	9	4662293	4665257
SETD2	SET domain containing 2, histone lysine methyltransferase	3	47164839	47016435
ELP6	elongator acetyltransferase complex subunit 6	3	47513711	47495639
CFP	complement factor properdin	X	47630304	47623281
TBKBP1	TBK1 binding protein 1	17	47694062	47712062
PRKDC	protein kinase, DNA-activated, catalytic subunit	8	47960135	47773110
CAMP	cathelicidin antimicrobial peptide	3	48223494	48225484
CARD8	caspase recruitment domain family member 8	19	48255945	48203147
TICAM1	TIR domain containing adaptor molecule 1	19	4831711	4815931
TREX1	three prime repair exonuclease 1	3	48465829	48467644
N4BP1	NEDD4 binding protein 1	16	48610179	48538725
PQBP1	polyglutamine binding protein 1	X	48897929	48903142
ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	3	48918841	48986381
TRIM51G	tripartite motif-containing 51G	11	48983884	48975497
TRIM49B	tripartite motif containing 49B	11	49028822	49038154
TRIM64C	tripartite motif containing 64C	11	49059111	49053713
ZNFX1	zinc finger NFX1-type containing 1	20	49278056	49245899
PHB1	prohibitin 1	17	49414881	49404051
IRF3	interferon regulatory factor 3	19	49665856	49659571
CRISP3	cysteine rich secretory protein 3	6	49744387	49727375
UBA7	ubiquitin like modifier activating enzyme 7	3	49813952	49805208
JAK2	Janus kinase 2	9	4984389	5129947
USP27X	ubiquitin specific peptidase 27 X-linked	X	49879483	49882557
MST1R	macrophage stimulating 1 receptor	3	49903872	49887001
DEFB133	defensin beta 133 (pseudogene)	6	49949443	49946100
DEFB114	defensin beta 114	6	49964163	49960248
DEFB113	defensin beta 113	6	49969624	49968676
TRIM13	tripartite motif containing 13	13	49997041	50018466
DEFB110	defensin beta 110	6	50021993	50009137
DEFB112	defensin beta 112	6	50049928	50042098
COLEC12	collectin subfamily member 12	18	500700	316736
GARIN5A	golgi associated RAB2 interactor 5A	19	50476847	50466787
MAPKAPK3	MAPK activated protein kinase 3	3	50611519	50649290
NOD2	nucleotide binding oligomerization domain containing 2	16	50693605	50733074
CYLD	CYLD lysine 63 deubiquitinase	16	50742085	50801934
LETMD1	LETM1 domain containing 1	12	51048219	51068957
ARL8B	ARF like GTPase 8B	3	5122291	5180910
NKG7	natural killer cell granule protein 7	19	51372653	51371619
SIGLEC10	sialic acid binding Ig like lectin 10	19	51417641	51410019
IL17A	interleukin 17A	6	52186374	52190637
TLR9	toll like receptor 9	3	52225644	52221079
IL17F	interleukin 17F	6	52245688	52236680
SCIMP	SLP adaptor and CSK interacting membrane protein	17	5234859	5208919
KRT1	keratin 1	12	52680406	52674735
RB1CC1	RB1 inducible coiled-coil 1	8	52714434	52622457
MBL2	mannose binding lectin 2	10	52772783	52765379
FBXO9	F-box protein 9	6	53064997	53100872
PCBP2	poly(rC) binding protein 2	12	53452101	53481161
TARBP2	TARBP2 subunit of RISC loading complex	12	53500922	53506430
POLR3K	RNA polymerase III subunit K	16	53607	46406
TARM1	T cell-interacting, activating receptor on myeloid cells 1	19	54081364	54069894
LILRA5	leukocyte immunoglobulin like receptor A5	19	54313165	54307069
LILRA4	leukocyte immunoglobulin like receptor A4	19	54339161	54333184
C1QBP	complement C1q binding protein	17	5439154	5432776
GZMM	granzyme M	19	544052	549921
CD274	CD274 molecule	9	5450541	5470553
ZNRF4	zinc and ring finger 4	19	5455416	5456855
LILRA2	leukocyte immunoglobulin like receptor A2	19	54572987	54590286
TTC4	tetratricopeptide repeat domain 4	1	54715860	54742656
KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	19	54816467	54830777
NLRP2	NLR family pyrin domain containing 2	19	54965283	55001137
GZMK	granzyme K	5	55024255	55034569
LGALS3	galectin 3	14	55129251	55145429
TRIM48	tripartite motif containing 48	11	55262154	55271113
ATG14	autophagy related 14	14	55411829	55366390
SSC5D	scavenger receptor cysteine rich family member with 5 domains	19	55488435	55519098
NLRP9	NLR family pyrin domain containing 9	19	55738401	55708437
RFPL4A	ret finger protein like 4A	19	55757293	55763420
RFPL4AL1	ret finger protein like 4A like 1	19	55769117	55773419
NLRP4	NLR family pyrin domain containing 4	19	55836539	55881854
NLRP1	NLR family pyrin domain containing 1	17	5584508	5501395
LYN	LYN proto-oncogene, Src family tyrosine kinase	8	55879834	56014168
TRIM51	tripartite motif-containing 51	11	55883296	55891809
TRIM6	tripartite motif containing 6	11	5596110	5612951
NEDD4	NEDD4 E3 ubiquitin protein ligase	15	55993611	55826916
TRIM34	tripartite motif containing 34	11	5619943	5644397
IL23A	interleukin 23 subunit alpha	12	56338883	56340409
TRIM5	tripartite motif containing 5	11	5685073	5588634
C8A	complement C8 alpha chain	1	56854796	56918222
TRIM22	tripartite motif containing 22	11	5689789	5710862
TRIM25	tripartite motif containing 25	17	56914048	56887908
C8B	complement C8 beta chain	1	56966014	56929206
NLRC5	NLR family CARD domain containing 5	16	56989556	57083519
AKAP1	A-kinase anchoring protein 1	17	57085245	57121343
USP29	ubiquitin specific peptidase 29	19	57119086	57131925
PDE12	phosphodiesterase 12	3	57556273	57656494
UBE2L6	ubiquitin conjugating enzyme E2 L6	11	57567934	57551661
ZBP1	Z-DNA binding protein 1	20	57620425	57603851
ZDHHC5	zDHHC palmitoyltransferase 5	11	57668113	57701181
NLRP2B	NLR family pyrin domain containing 2B	X	57680259	57677066
TRIM28	tripartite motif containing 28	19	58544063	58550714
MALT1	MALT1 paracaspase	18	58671464	58754476
DTX4	deltex E3 ubiquitin ligase 4	11	59171429	59208587
MPEG1	macrophage expressed 1	11	59212926	59208509
REL	REL proto-oncogene, NF-kB subunit	2	60881573	60931611
SLC15A3	solute carrier family 15 member 3	11	60952175	60937083
CD6	CD6 molecule	11	60971679	61020376
IRF7	interferon regulatory factor 7	11	615949	612554
IL33	interleukin 33	9	6215148	6257982
PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	11	64246942	64244478
TBK1	TANK binding kinase 1	12	64452119	64502113
ZBTB1	zinc finger and BTB domain containing 1	14	64503715	64533692
TRIM3	tripartite motif containing 3	11	6474458	6448612
MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	11	64803213	64784917
FAU	FAU ubiquitin like and ribosomal protein S30 fusion	11	65122133	65120629
GAPDH	glyceraldehyde-3-phosphate dehydrogenase	12	6534516	6538370
TRIM23	tripartite motif containing 23	5	65624332	65589689
RELA	RELA proto-oncogene, NF-kB subunit	11	65663856	65653600
KAT5	lysine acetyltransferase 5	11	65712017	65719603
ZDHHC4	zDHHC palmitoyltransferase 4	7	6577453	6589373
LY86	lymphocyte antigen 86	6	6588719	6654981
FOSL1	FOS like 1, AP-1 transcription factor subunit	11	65900544	65892048
BANF1	barrier to autointegration nuclear assembly factor 1	11	66002502	66004148
VSIG4	V-set and immunoglobulin domain containing 4	X	66040079	66021737
TRIM55	tripartite motif containing 55	8	66113350	66175484
CRCP	CGRP receptor component	7	66114817	66154567
IRAK3	interleukin 1 receptor associated kinase 3	12	66189213	66254621
PELI3	pellino E3 ubiquitin protein ligase family member 3	11	66466326	66477336
RBM14	RNA binding motif protein 14	11	66616629	66629933
IL23R	interleukin 23 receptor	1	67138636	67265902
CD180	CD180 molecule	5	67196798	67179612
C3	complement C3	19	6720649	6677703
ZDHHC1	zDHHC palmitoyltransferase 1	16	67416476	67394151
ARG2	arginase 2	14	67619919	67651707
LAG3	lymphocyte activating 3	12	6772519	6778454
VAV1	vav guanine nucleotide exchange factor 1	19	6772707	6857360
UNC93B1	unc-93B1 regulator of TLR signaling	11	68004096	67991099
DUS2	dihydrouridine synthase 2	16	68023283	68079319
PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5	68215755	68301820
RSAD2	radical S-adenosyl methionine domain containing 2	2	6865884	6898238
DEFB1	defensin beta 1	8	6877935	6870591
CPT1A	carnitine palmitoyltransferase 1A	11	68844276	68754619
DDX21	DExD-box helicase 21	10	68956169	68985067
RNF144A	ring finger protein 144A	2	6917411	7076366
DEFA6	defensin alpha 6	8	6926075	6924696
HK1	hexokinase 1	10	69269999	69401881
DEFA4	defensin alpha 4	8	6938305	6935819
MAP2K6	mitogen-activated protein kinase kinase 6	17	69414696	69553864
PTPN6	protein tyrosine phosphatase non-receptor type 6	12	6946576	6961315
PHB2	prohibitin 2	12	6970752	6965326
NQO1	NAD(P)H quinone dehydrogenase 1	16	69726559	69709400
DEFA1	defensin alpha 1	8	6980091	6977648
CD226	CD226 molecule	18	69961772	69853273
DEFA1B	defensin alpha 1B	8	6999197	6996765
HTN3	histatin 3	4	70028458	70036537
DEFA3	defensin alpha 3	8	7018296	7015868
FADD	Fas associated via death domain	11	70203295	70207389
SDHAF4	succinate dehydrogenase complex assembly factor 4	6	70566929	70598427
DEFA5	defensin alpha 5	8	7056738	7055303
IL34	interleukin 34	16	70579898	70660681
C1S	complement C1s	12	7060717	7071031
JCHAIN	joining chain of multimeric IgA and IgM	4	70666507	70655540
CLEC10A	C-type lectin domain containing 10A	17	7080250	7074536
C1R	complement C1r	12	7092444	7080218
NAIP	NLR family apoptosis inhibitory protein	5	71025338	70968165
NAGK	N-acetylglucosamine kinase	2	71068295	71079807
C1RL	complement C1r subcomponent like	12	7109213	7094553
NONO	non-POU domain containing octamer binding	X	71283634	71301167
DEFB108B	defensin beta 108B	11	71833199	71837709
DEFB131B	defensin beta 131B	11	71878452	71884560
CLPB	ClpB family mitochondrial disaggregase	11	72434530	72285494
TRIM74	tripartite motif containing 74	7	72969680	72954867
ANXA1	annexin A1	9	73151864	73170392
ANKRD17	ankyrin repeat domain 17	4	73258797	73073375
TRIM50	tripartite motif containing 50	7	73328081	73312535
CGAS	cyclic GMP-AMP synthase	6	73452296	73423710
PPP3CB	protein phosphatase 3 catalytic subunit beta	10	73496023	73436432
CXCL6	C-X-C motif chemokine ligand 6	4	73836677	73838759
UBE2W	ubiquitin conjugating enzyme E2 W	8	73878861	73780095
LY96	lymphocyte antigen 96	8	73991391	74099856
PML	PML nuclear body scaffold	15	73994715	74047826
UBL7	ubiquitin like 7	15	74461187	74445976
CD300LF	CD300 molecule like family member f	17	74712922	74694316
DEFB104B	defensin beta 104B	8	7475081	7470307
NCF1	neutrophil cytosolic factor 1	7	74774010	74789314
DEFB106B	defensin beta 106B	8	7486399	7482503
DEFB105B	defensin beta 105B	8	7487678	7489592
DEFB107B	defensin beta 107B	8	7495910	7509310
ZNRF1	zinc and ring finger 1	16	74999023	75110993
MCOLN1	mucolipin TRP cation channel 1	19	7522623	7534008
TRIM73	tripartite motif containing 73	7	75395628	75405604
GRB2	growth factor receptor bound protein 2	17	75405677	75318075
SIN3A	SIN3 transcription regulator family member A	15	75455814	75369378
G3BP2	G3BP stress granule assembly factor 2	4	75724436	75642785
TRIM65	tripartite motif containing 65	17	75896950	75879536
TMEM120A	transmembrane protein 120A	7	75994594	75986830
CXCL10	C-X-C motif chemokine ligand 10	4	76023496	76021117
F2RL1	F2R like trypsin receptor 1	5	76819029	76835314
ACOD1	aconitate decarboxylase 1	13	76948510	76958637
PSTPIP1	proline-serine-threonine phosphatase interacting protein 1	15	76994679	77037474
SEC14L1	SEC14 like lipid binding 1	17	77088684	77217100
CD209	CD209 molecule	19	7747533	7739992
CLEC4C	C-type lectin domain family 4 member C	12	7749540	7729382
PAK1	p21 (RAC1) activated kinase 1	11	77530008	77322016
CLEC4M	C-type lectin domain family 4 member M	19	7763242	7769604
POLR3A	RNA polymerase III subunit A	10	78029514	77975148
DEFB107A	defensin beta 107A	8	7815715	7811719
DEFB105A	defensin beta 105A	8	7823879	7821003
DEFB106A	defensin beta 106A	8	7825138	7829052
AP3B1	adaptor related protein complex 3 subunit beta 1	5	78294697	78000521
DEFB104A	defensin beta 104A	8	7836435	7841241
ZDHHC11B	zDHHC palmitoyltransferase 11B (putative)	5	784728	710354
DEFB4A	defensin beta 4A	8	7894676	7896715
REG3G	regenerating family member 3 gamma	2	79025701	79028500
DEFB108A	defensin beta 108A	8	7938769	7934263
NLRP10	NLR family pyrin domain containing 10	11	7965446	7957536
SFTPD	surfactant protein D	10	79982382	79937739
SERINC5	serine incorporator 5	5	80256047	80111224
GATA3	GATA binding protein 3	10	8045332	8075197
CLEC4A	C-type lectin domain family 4 member A	12	8102906	8138606
PLCG2	phospholipase C gamma 2	16	81739040	81962684
AURKB	aurora kinase B	17	8210574	8204730
CYBC1	cytochrome b-245 chaperone 1	17	82450751	82442585
MARCHF2	membrane associated ring-CH-type finger 2	19	8413304	8439016
CLEC6A	C-type lectin domain containing 6A	12	8455961	8478329
NMB	neuromedin B	15	84658198	84655131
MCOLN2	mucolipin TRP cation channel 2	1	84997112	84925582
CLEC4D	C-type lectin domain family 4 member D	12	8513502	8531695
BCL10	BCL10 immune signaling adaptor	1	85276631	85265775
CLEC4E	C-type lectin domain family 4 member E	12	8540904	8533274
TMEM126A	transmembrane protein 126A	11	85647966	85656541
CFD	complement factor D	19	859663	863640
ZDHHC11	zDHHC palmitoyltransferase 11	5	860562	795604
DEFB125	defensin beta 125	20	87671	97093
AKIRIN2	akirin 2	6	87702232	87674859
HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	4	88457118	88506162
ISG20	interferon stimulated exonuclease gene 20	15	88635631	88656482
CYBA	cytochrome b-245 alpha chain	16	88651052	88643288
RNF166	ring finger protein 166	16	88706407	88696500
MFHAS1	multifunctional ROCO family signaling regulator 1	8	8893629	8783353
GBP3	guanylate binding protein 3	1	89022865	89006679
GBP1	guanylate binding protein 1	1	89065207	89052318
GBP2	guanylate binding protein 2	1	89126113	89106131
GBP7	guanylate binding protein 7	1	89176002	89131741
GBP4	guanylate binding protein 4	1	89198941	89181143
GBP5	guanylate binding protein 5	1	89272859	89256188
IFIT2	interferon induced protein with tetratricopeptide repeats 2	10	89302045	89309270
IFIT3	interferon induced protein with tetratricopeptide repeats 3	10	89327996	89340967
GBP6	guanylate binding protein family member 6	1	89364058	89388159
IFIT1	interferon induced protein with tetratricopeptide repeats 1	10	89392622	89406486
IFIT5	interferon induced protein with tetratricopeptide repeats 5	10	89414567	89420996
KLRG1	killer cell lectin like receptor G1	12	8950043	9215569
TRIM77	tripartite motif containing 77	11	89710298	89717871
RIPK2	receptor interacting serine/threonine kinase 2	8	89757815	89791063
TRIM49	tripartite motif containing 49	11	89808574	89766450
TRIM64B	tripartite motif containing 64B	11	89878486	89870437
TRIM49D1	tripartite motif containing 49D1	11	89922244	89911408
TRIM49D2	tripartite motif containing 49D2	11	89924063	89933062
TRIM64	tripartite motif containing 64	11	89966036	89974071
TRIM49C	tripartite motif containing 49C	11	90031105	90073530
POLR3G	RNA polymerase III subunit G	5	90473928	90514556
MAP3K7	mitogen-activated protein kinase kinase kinase 7	6	90587071	90513578
SYK	spleen associated tyrosine kinase	9	90801599	90898548
CHID1	chitinase domain containing 1	11	915213	867858
MARCHF5	membrane associated ring-CH-type finger 5	10	92291166	92353963
CHGA	chromogranin A	14	92922663	92935284
SAMD9	sterile alpha motif domain containing 9	7	93117978	93099517
UBE2N	ubiquitin conjugating enzyme E2 N	12	93441946	93405683
IPO7	importin 7	11	9384651	9448126
IFI27	interferon alpha inducible protein 27	14	94105893	94116689
DEFB131A	defensin beta 131A	4	9444413	9450665
ENDOD1	endonuclease domain containing 1	11	95089845	95132644
TRIM43B	tripartite motif containing 43B	2	95484753	95477007
USP44	ubiquitin specific peptidase 44	12	95551680	95516559
TRIM43	tripartite motif containing 43	2	95592000	95599777
PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	1	9627257	9729113
NEURL3	neuralized E3 ubiquitin protein ligase 3	2	96508108	96497645
UFL1	UFM1 specific ligase 1	6	96521805	96555275
ARID5A	AT-rich interaction domain 5A	2	96536751	96552637
PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	10	96720513	96593314
OXGR1	oxoglutarate receptor 1	13	96994729	96985712
TAC1	tachykinin precursor 1	7	97732085	97740471
IPO5	importin 5	13	97953674	98024295
KLRF1	killer cell lectin like receptor F1	12	9800051	9845004
TRIM14	tripartite motif containing 14	9	98119221	98035796
CLEC2A	C-type lectin domain family 2 member A	12	9932369	9877741
TRIM4	tripartite motif containing 4	7	99919529	99890402
KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2			
