symbol	name	chrom	start	end
MAP1B	microtubule associated protein 1B	5	72107474	72209564
DLG4	discs large MAGUK scaffold protein 4	17	7220049	7187186
SYT9	synaptotagmin 9	11	7238777	7469042
GABARAP	GABA type A receptor-associated protein	17	7242448	7240007
CBLN2	cerebellin 2 precursor	18	72638520	72536680
PSEN1	presenilin 1	14	73136416	73223690
FCHSD2	FCH and double SH3 domains 2	11	73142317	72836744
FBXO41	F-box protein 41	2	73284477	73254689
PDZRN3	PDZ domain containing ring finger 3	3	73624940	73382430
NPTN	neuroplastin	15	73633388	73560013
SDK2	sidekick cell adhesion molecule 2	17	73644444	73334383
DLGAP2	DLG associated protein 2	8	737627	1708475
NLGN2	neuroligin 2	17	7404652	7419859
DCTN1	dynactin subunit 1	2	74391865	74361154
CHRNB1	cholinergic receptor nicotinic beta 1 subunit	17	7445060	7457709
GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	17	74861531	74842022
PPFIBP2	PPFIB scaffold protein 2	11	7513998	7667303
FILIP1	filamin A interacting protein 1	6	75493799	75291858
SV2C	synaptic vesicle glycoprotein 2C	5	75847463	76353938
F2R	coagulation factor II thrombin receptor	5	76716125	76735769
CRHBP	corticotropin releasing hormone binding protein	5	76953044	76981158
OMP	olfactory marker protein	11	77102839	77103330
MBP	myelin basic protein	18	77133707	76978832
HTR1B	5-hydroxytryptamine receptor 1B	6	77463490	77460923
CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	15	78565519	78595268
POU4F1	POU class 4 homeobox 1	13	78603551	78598361
CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	15	78620995	78593051
CHRNB4	cholinergic receptor nicotinic beta 4 subunit	15	78661640	78624110
SYT1	synaptotagmin 1	12	78863981	79452007
UTS2	urotensin 2	1	7913248	7847611
CTNNA2	catenin alpha 2	2	79185376	80648779
HOMER1	homer scaffold protein 1	5	79514133	79372635
PARK7	Parkinsonism associated deglycase	1	7961710	7985504
LRRTM1	leucine rich repeat transmembrane neuronal 1	2	80304751	80288355
NPTX1	neuronal pentraxin 1	17	80476606	80466833
ADGRL2	adhesion G protein-coupled receptor L2	1	81306131	81993931
RIC3	RIC3 acetylcholine receptor chaperone	11	8169024	8092964
PPFIA2	PPFI scaffold protein A2	12	81759349	81257974
NRG3	neuregulin 3	10	81875193	82987178
RAC3	Rac family small GTPase 3	17	82031677	82034203
TPBG	trophoblast glycoprotein	6	82362982	82367419
CPLX1	complexin 1	4	826128	784956
PCLO	piccolo presynaptic cytomatrix protein	7	83162883	82754011
SEMA3E	semaphorin 3E	7	83649138	83363237
SLITRK1	SLIT and NTRK like family member 1	13	83882473	83877204
LPAR3	lysophosphatidic acid receptor 3	1	84893205	84811601
DLG2	discs large MAGUK scaffold protein 2	11	85628372	83455011
SLITRK6	SLIT and NTRK like family member 6	13	85799418	85792789
GRID1	glutamate ionotropic receptor delta type subunit 1	10	86366794	85599551
GRM3	glutamate metabotropic receptor 3	7	86643908	86864878
HTR1E	5-hydroxytryptamine receptor 1E	6	86937527	87016678
SNCG	synuclein gamma	10	86955758	86963257
SLITRK5	SLIT and NTRK like family member 5	13	87671370	87679615
HTR1F	5-hydroxytryptamine receptor 1F	3	87792705	87993838
PTEN	phosphatase and tensin homolog	10	87863624	87971929
GRM5	glutamate metabotropic receptor 5	11	89065981	88504641
GABRR1	gamma-aminobutyric acid type A receptor subunit rho1	6	89231287	89177503
GPRIN3	GPRIN family member 3	4	89307799	89236382
GABRR2	gamma-aminobutyric acid type A receptor subunit rho2	6	89315298	89254463
SNCA	synuclein alpha	4	89838303	89724098
GJA10	gap junction protein alpha 10	6	89894468	89896119
HTR7	5-hydroxytryptamine receptor 7	10	90858038	90740822
SV2B	synaptic vesicle glycoprotein 2B	15	91099587	91302564
AKAP9	A-kinase anchoring protein 9	7	91940861	92110672
ATXN3	ataxin 3	14	92106581	92044774
GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303965	93810455
MTNR1B	melatonin receptor 1B	11	92969650	92984959
PLXNC1	plexin C1	12	94148576	94307674
TAC1	tachykinin precursor 1	7	97732085	97740471
DRD5	dopamine receptor D5	4	9781633	9784008
GABRR3	gamma-aminobutyric acid type A receptor subunit rho3	3	98035314	97985101
FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13	98142588	98455175
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	19	9835317	9849688
NPTX2	neuronal pentraxin 2	7	98617284	98629868
GABBR2	gamma-aminobutyric acid type B receptor subunit 2	9	98708934	98288108
ERC1	ELKS/RAB6-interacting/CAST family member 1	12	989958	1495932
