GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0006325	chromatin organization	BP	e	0.13652589831838885	0.8993126408169628	3	28	11	230	FAM50A,KDM6A,NAP1L2	4
GO:0098978	glutamatergic synapse	CC	e	0.13652589831838885	0.8993126408169628	3	28	11	230	FLNA,GPC4,IL1RAPL2	4
GO:1990234	transferase complex	CC	e	0.13652589831838885	0.8993126408169628	3	28	11	230	ALG13,KDM6A,LAGE3	3
GO:0005576	extracellular region	CC	e	0.13601698186582337	0.8993126408169628	4	28	17	230	DNASE1L1,FAM3A,FLNA,GPC4	2
GO:1902494	catalytic complex	CC	e	0.13601698186582337	0.8993126408169628	4	28	17	230	ALG13,ATP6AP1,KDM6A,LAGE3	2
GO:0097367	carbohydrate derivative binding	MF	p	0.13892940361391365	0.9134148691289068	0	28	18	230		2
GO:1901265	nucleoside phosphate binding	MF	p	0.13968706503503125	0.9149371227718244	0	28	19	230		2
GO:0000166	nucleotide binding	MF	p	0.13968706503503125	0.9149371227718244	0	28	19	230		4
GO:0010557	positive regulation of macromolecule biosynthetic process	BP	p	0.14066373731832738	0.9178770701559898	1	28	30	230	MID2	7
GO:0008150	biological_process	BP	e	0.14066373731832738	0.9178770701559898	27	28	200	230	ALG13,ATP6AP1,DIAPH2,DNASE1L1,EMD,FAAH2,FAM3A,FAM50A,FLNA,GDI1,GPC3,GPC4,HTR2C,IL1RAPL2,KDM6A,LAGE3,MID2,NAP1L2,NCBP2L,PLXNA3,RPL10,SLC10A3,TAFAZZIN,TKTL1,TRPC5,TSC22D3,UBL4A	0
GO:0048583	regulation of response to stimulus	BP	e	0.14384648217651783	0.9368877621908783	9	28	49	230	EMD,FAM3A,FLNA,GDI1,GPC3,GPC4,HTR2C,MID2,PLXNA3	3
GO:0006810	transport	BP	e	0.1444309465820613	0.9389361349764657	7	28	33	230	ATP6AP1,FAM3A,FLNA,GDI1,HTR2C,SLC10A3,TRPC5	3
GO:0065008	regulation of biological quality	BP	e	0.14954759388131883	0.9703853199985577	7	28	34	230	ATP6AP1,FAM3A,FLNA,GPC4,HTR2C,TRPC5,UBL4A	2
GO:0045595	regulation of cell differentiation	BP	e	0.15021174144595476	0.9728797704823662	5	28	21	230	GDI1,HTR2C,NAP1L2,PLXNA3,TRPC5	4
GO:0005874	microtubule	CC	e	0.15749289148117618	0.9959277755846013	2	28	6	230	EMD,MID2	6
GO:0050839	cell adhesion molecule binding	MF	e	0.15749289148117618	0.9959277755846013	2	28	6	230	EMD,FLNA	3
GO:0050769	positive regulation of neurogenesis	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	GDI1,TRPC5	7
GO:0060828	regulation of canonical Wnt signaling pathway	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	EMD,GPC3	7
GO:0030182	neuron differentiation	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	NAP1L2,TRPC5	4
GO:0051493	regulation of cytoskeleton organization	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	FLNA,PLXNA3	6
GO:0034762	regulation of transmembrane transport	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	FLNA,GPC3	5
GO:0042176	regulation of protein catabolic process	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	FLNA,GPC3	7
GO:0030029	actin filament-based process	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	DIAPH2,FLNA	2
GO:1901137	carbohydrate derivative biosynthetic process	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	ALG13,FAM3A	4
GO:0030111	regulation of Wnt signaling pathway	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	EMD,GPC3	6
GO:0031647	regulation of protein stability	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	FLNA,UBL4A	3
GO:0030036	actin cytoskeleton organization	BP	e	0.15749289148117618	0.9959277755846013	2	28	6	230	DIAPH2,FLNA	6
GO:0043021	ribonucleoprotein complex binding	MF	p	1.0	1.0	0	28	2	230		3
GO:0002151	G-quadruplex RNA binding	MF	p	1.0	1.0	0	28	1	230		4
GO:0016407	acetyltransferase activity	MF	p	1.0	1.0	0	28	1	230		5
GO:0003774	cytoskeletal motor activity	MF	p	1.0	1.0	0	28	1	230		1
GO:0043169	cation binding	MF	p	1.0	1.0	6	28	54	230	HTR2C,KDM6A,MID2,TKTL1,TRPC5,ZMAT1	4
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	p	1.0	1.0	0	28	6	230		4
GO:0019208	phosphatase regulator activity	MF	p	1.0	1.0	0	28	2	230		3
GO:0004345	glucose-6-phosphate dehydrogenase activity	MF	p	1.0	1.0	0	28	1	230		5
GO:0005164	tumor necrosis factor receptor binding	MF	p	1.0	1.0	0	28	1	230		6
GO:0106281	chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity	MF	p	1.0	1.0	0	28	1	230		6
GO:0003883	CTP synthase activity	MF	p	1.0	1.0	0	28	1	230		4
GO:0004930	G protein-coupled receptor activity	MF	p	1.0	1.0	1	28	14	230	HTR2C	4
GO:0001221	transcription coregulator binding	MF	p	1.0	1.0	0	28	1	230		4
GO:0001217	DNA-binding transcription repressor activity	MF	p	1.0	1.0	0	28	2	230		3
GO:0005525	GTP binding	MF	p	1.0	1.0	0	28	3	230		8
GO:0140327	flippase activity	MF	p	1.0	1.0	0	28	1	230		5
GO:0016724	oxidoreductase activity, acting on metal ions, oxygen as acceptor	MF	p	1.0	1.0	0	28	1	230		4
GO:0019209	kinase activator activity	MF	p	1.0	1.0	0	28	1	230		4
GO:0001091	RNA polymerase II general transcription initiation factor binding	MF	p	1.0	1.0	0	28	1	230		5
GO:0005515	protein binding	MF	p	1.0	1.0	20	28	165	230	ALG13,ATP6AP1,DIAPH2,DNASE1L1,EMD,FAM50A,FLNA,GDI1,GPC3,GPC4,HTR2C,KDM6A,LAGE3,MID2,NAP1L2,PLXNA3,RPL10,TRPC5,TSC22D3,UBL4A	2
GO:0099104	potassium channel activator activity	MF	p	1.0	1.0	0	28	1	230		6
GO:1990380	K48-linked deubiquitinase activity	MF	p	1.0	1.0	0	28	2	230		6
GO:0019838	growth factor binding	MF	p	1.0	1.0	0	28	1	230		3
GO:0019808	polyamine binding	MF	p	1.0	1.0	0	28	1	230		3
GO:1901981	phosphatidylinositol phosphate binding	MF	p	1.0	1.0	0	28	2	230		5
GO:0180000	histone methyltransferase inhibitor activity	MF	p	1.0	1.0	0	28	1	230		4
GO:0003688	DNA replication origin binding	MF	p	1.0	1.0	0	28	1	230		6
GO:0032813	tumor necrosis factor receptor superfamily binding	MF	p	1.0	1.0	0	28	1	230		5
GO:0050353	trimethyllysine dioxygenase activity	MF	p	1.0	1.0	0	28	1	230		5
GO:0048029	monosaccharide binding	MF	p	1.0	1.0	0	28	1	230		3
GO:0019894	kinesin binding	MF	p	1.0	1.0	0	28	1	230		4
GO:0000049	tRNA binding	MF	p	1.0	1.0	0	28	1	230		4
GO:0098916	anterograde trans-synaptic signaling	BP	e	0.3237936306496258	1.0	1	28	3	230	HTR2C	7
GO:0006644	phospholipid metabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	TAFAZZIN	5
GO:1902850	microtubule cytoskeleton organization involved in mitosis	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	7
GO:0048193	Golgi vesicle transport	BP	e	0.3237936306496258	1.0	1	28	3	230	GDI1	5
GO:0042177	negative regulation of protein catabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	8
GO:0019221	cytokine-mediated signaling pathway	BP	e	0.3237936306496258	1.0	1	28	3	230	IL1RAPL2	6
GO:0045732	positive regulation of protein catabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	8
GO:0002429	immune response-activating cell surface receptor signaling pathway	BP	e	0.3237936306496258	1.0	1	28	3	230	GDI1	8
GO:0061061	muscle structure development	BP	e	0.3237936306496258	1.0	1	28	3	230	EMD	3
GO:0001822	kidney development	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	4
GO:0048232	male gamete generation	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM50A	4
GO:0045600	positive regulation of fat cell differentiation	BP	e	0.3237936306496258	1.0	1	28	3	230	HTR2C	6
GO:0006959	humoral immune response	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	3
GO:0070482	response to oxygen levels	BP	e	0.3237936306496258	1.0	1	28	3	230	ATP6AP1	3
GO:1901293	nucleoside phosphate biosynthetic process	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	7
GO:0007052	mitotic spindle organization	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	8
GO:0048513	animal organ development	BP	e	0.3201072920215849	1.0	4	28	22	230	EMD,GPC3,KDM6A,RPL10	3
GO:0006650	glycerophospholipid metabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	TAFAZZIN	6
GO:0009100	glycoprotein metabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	ALG13	5
GO:0006605	protein targeting	BP	e	0.3237936306496258	1.0	1	28	3	230	UBL4A	4
GO:0034109	homotypic cell-cell adhesion	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	4
GO:0002521	leukocyte differentiation	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	4
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	6
GO:0022412	cellular process involved in reproduction in multicellular organism	BP	e	0.3237936306496258	1.0	1	28	3	230	DIAPH2	3
GO:0065003	protein-containing complex assembly	BP	e	0.3010169874853316	1.0	2	28	9	230	DIAPH2,NAP1L2	5
GO:0031346	positive regulation of cell projection organization	BP	e	0.3010169874853316	1.0	2	28	9	230	GDI1,TRPC5	6
GO:2000145	regulation of cell motility	BP	e	0.3010169874853316	1.0	2	28	9	230	FLNA,PLXNA3	4
GO:0030334	regulation of cell migration	BP	e	0.3010169874853316	1.0	2	28	9	230	FLNA,PLXNA3	5
GO:0098542	defense response to other organism	BP	e	0.3010169874853316	1.0	2	28	9	230	FAM3A,MID2	5
GO:0040012	regulation of locomotion	BP	e	0.3010169874853316	1.0	2	28	9	230	FLNA,PLXNA3	3
GO:0140546	defense response to symbiont	BP	e	0.3010169874853316	1.0	2	28	9	230	FAM3A,MID2	6
GO:0048609	multicellular organismal reproductive process	BP	e	0.3010169874853316	1.0	2	28	9	230	DIAPH2,FAM50A	2
GO:0006351	DNA-templated transcription	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	8
GO:0032956	regulation of actin cytoskeleton organization	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	7
GO:1902683	regulation of receptor localization to synapse	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC4	4
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	6
GO:0007283	spermatogenesis	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM50A	5
GO:0140352	export from cell	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	4
GO:0006631	fatty acid metabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	FAAH2	8
GO:0006366	transcription by RNA polymerase II	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	9
GO:0046390	ribose phosphate biosynthetic process	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	6
GO:0002064	epithelial cell development	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	4
GO:0001764	neuron migration	BP	e	0.3237936306496258	1.0	1	28	3	230	PLXNA3	4
GO:0110053	regulation of actin filament organization	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	8
GO:0006412	translation	BP	e	0.3237936306496258	1.0	1	28	3	230	RPL10	5
GO:0003012	muscle system process	BP	e	0.3237936306496258	1.0	1	28	3	230	EMD	3
GO:0141188	nucleic acid catabolic process	BP	e	0.3237936306496258	1.0	1	28	3	230	DNASE1L1	6
GO:0000902	cell morphogenesis	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	3
GO:0010038	response to metal ion	BP	e	0.3237936306496258	1.0	1	28	3	230	GDI1	3
GO:0045598	regulation of fat cell differentiation	BP	e	0.3237936306496258	1.0	1	28	3	230	HTR2C	5
GO:0007517	muscle organ development	BP	e	0.3237936306496258	1.0	1	28	3	230	EMD	4
GO:0006936	muscle contraction	BP	e	0.3237936306496258	1.0	1	28	3	230	EMD	4
GO:0032940	secretion by cell	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	5
GO:0030100	regulation of endocytosis	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	6
GO:0051090	regulation of DNA-binding transcription factor activity	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	10
GO:0009798	axis specification	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	3
GO:0009948	anterior/posterior axis specification	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC3	4
GO:0007007	inner mitochondrial membrane organization	BP	e	0.3237936306496258	1.0	1	28	3	230	TAFAZZIN	7
GO:0046903	secretion	BP	e	0.3237936306496258	1.0	1	28	3	230	FAM3A	4
GO:0002768	immune response-regulating cell surface receptor signaling pathway	BP	e	0.3237936306496258	1.0	1	28	3	230	GDI1	6
GO:1903828	negative regulation of protein localization	BP	e	0.3237936306496258	1.0	1	28	3	230	GDI1	5
GO:0007051	spindle organization	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	7
GO:0007268	chemical synaptic transmission	BP	e	0.3237936306496258	1.0	1	28	3	230	HTR2C	8
GO:1903530	regulation of secretion by cell	BP	e	0.3237936306496258	1.0	1	28	3	230	HTR2C	6
GO:0140694	membraneless organelle assembly	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	6
GO:0034767	positive regulation of monoatomic ion transmembrane transport	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	7
GO:0030177	positive regulation of Wnt signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GPC3	7
GO:0002221	pattern recognition receptor signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GDI1	10
GO:0043632	modification-dependent macromolecule catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	UBL4A	5
GO:0006417	regulation of translation	BP	e	0.40720234581178655	1.0	1	28	4	230	RPL10	9
GO:0048666	neuron development	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	4
GO:0051604	protein maturation	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	5
GO:2000026	regulation of multicellular organismal development	BP	e	0.3878983519099345	1.0	3	28	14	230	GDI1,PLXNA3,TRPC5	4
GO:0006952	defense response	BP	e	0.3878983519099345	1.0	3	28	14	230	FAM3A,HTR2C,MID2	3
GO:0022603	regulation of anatomical structure morphogenesis	BP	e	0.403389296492241	1.0	3	28	15	230	GDI1,PLXNA3,TRPC5	4
GO:0009607	response to biotic stimulus	BP	e	0.403389296492241	1.0	3	28	15	230	FAM3A,GPC3,MID2	2
GO:0051241	negative regulation of multicellular organismal process	BP	e	0.403389296492241	1.0	3	28	15	230	GDI1,PLXNA3,TRPC5	4
GO:2000147	positive regulation of cell motility	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	5
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GDI1	8
GO:0062207	regulation of pattern recognition receptor signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GDI1	7
GO:0007399	nervous system development	BP	e	0.34926770697430143	1.0	2	28	10	230	IL1RAPL2,TRPC5	4
GO:0050776	regulation of immune response	BP	e	0.34926770697430143	1.0	2	28	10	230	FAM3A,GDI1	4
GO:0016043	cellular component organization	BP	e	0.3737313737734477	1.0	10	28	65	230	DIAPH2,EMD,FAM3A,FAM50A,FLNA,KDM6A,NAP1L2,PLXNA3,TAFAZZIN,TRPC5	3
GO:0071840	cellular component organization or biogenesis	BP	e	0.3737313737734477	1.0	10	28	65	230	DIAPH2,EMD,FAM3A,FAM50A,FLNA,KDM6A,NAP1L2,PLXNA3,TAFAZZIN,TRPC5	2
GO:0031344	regulation of cell projection organization	BP	e	0.3878983519099345	1.0	3	28	14	230	GDI1,PLXNA3,TRPC5	5
GO:0043412	macromolecule modification	BP	e	0.3878983519099345	1.0	3	28	14	230	FLNA,MID2,UBL4A	4
GO:0051246	regulation of protein metabolic process	BP	e	0.3878983519099345	1.0	3	28	14	230	FLNA,GPC3,RPL10	6
GO:0043207	response to external biotic stimulus	BP	e	0.3878983519099345	1.0	3	28	14	230	FAM3A,GPC3,MID2	3
GO:1902473	regulation of protein localization to synapse	BP	e	0.3237936306496258	1.0	1	28	3	230	GPC4	5
GO:0032970	regulation of actin filament-based process	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	4
GO:0007006	mitochondrial membrane organization	BP	e	0.3237936306496258	1.0	1	28	3	230	TAFAZZIN	6
GO:1902905	positive regulation of supramolecular fiber organization	BP	e	0.3237936306496258	1.0	1	28	3	230	FLNA	6
GO:0046907	intracellular transport	BP	e	0.34926770697430143	1.0	2	28	10	230	ATP6AP1,GDI1	4
GO:0043933	protein-containing complex organization	BP	e	0.34926770697430143	1.0	2	28	10	230	DIAPH2,NAP1L2	4
GO:1901700	response to oxygen-containing compound	BP	e	0.34926770697430143	1.0	2	28	10	230	FAM3A,SLC10A3	3
GO:0009653	anatomical structure morphogenesis	BP	e	0.34926770697430143	1.0	2	28	10	230	FLNA,GPC3	2
GO:0030335	positive regulation of cell migration	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	6
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BP	e	0.40720234581178655	1.0	1	28	4	230	NCBP2L	7
GO:0015748	organophosphate ester transport	BP	e	0.40720234581178655	1.0	1	28	4	230	TRPC5	4
GO:0000398	mRNA splicing, via spliceosome	BP	e	0.40720234581178655	1.0	1	28	4	230	NCBP2L	9
GO:0002757	immune response-activating signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GDI1	7
GO:0048646	anatomical structure formation involved in morphogenesis	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	2
GO:0009150	purine ribonucleotide metabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	FAM3A	9
GO:0090263	positive regulation of canonical Wnt signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GPC3	8
GO:1904375	regulation of protein localization to cell periphery	BP	e	0.40720234581178655	1.0	1	28	4	230	GPC4	5
GO:0000375	RNA splicing, via transesterification reactions	BP	e	0.40720234581178655	1.0	1	28	4	230	NCBP2L	6
GO:1904064	positive regulation of cation transmembrane transport	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	8
GO:0071495	cellular response to endogenous stimulus	BP	e	0.40720234581178655	1.0	1	28	4	230	EMD	3
GO:0032774	RNA biosynthetic process	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	7
GO:0007411	axon guidance	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	8
GO:0044282	small molecule catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	TKTL1	4
GO:0097485	neuron projection guidance	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	7
GO:0016042	lipid catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	FAAH2	5
GO:0040017	positive regulation of locomotion	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	4
GO:0009615	response to virus	BP	e	0.40720234581178655	1.0	1	28	4	230	MID2	5
GO:0099537	trans-synaptic signaling	BP	e	0.40720234581178655	1.0	1	28	4	230	HTR2C	6
GO:0006511	ubiquitin-dependent protein catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	UBL4A	8
GO:0050680	negative regulation of epithelial cell proliferation	BP	e	0.40720234581178655	1.0	1	28	4	230	GPC3	6
GO:0050808	synapse organization	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	5
GO:0051046	regulation of secretion	BP	e	0.40720234581178655	1.0	1	28	4	230	HTR2C	5
GO:0006886	intracellular protein transport	BP	e	0.40720234581178655	1.0	1	28	4	230	ATP6AP1	6
GO:0141187	nucleic acid biosynthetic process	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	6
GO:0034329	cell junction assembly	BP	e	0.40720234581178655	1.0	1	28	4	230	PLXNA3	5
GO:0032787	monocarboxylic acid metabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	FAAH2	7
GO:0002758	innate immune response-activating signaling pathway	BP	e	0.40720234581178655	1.0	1	28	4	230	GDI1	9
GO:0050821	protein stabilization	BP	e	0.40720234581178655	1.0	1	28	4	230	FLNA	4
GO:0019941	modification-dependent protein catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	UBL4A	7
GO:0051603	proteolysis involved in protein catabolic process	BP	e	0.40720234581178655	1.0	1	28	4	230	UBL4A	6
GO:0032446	protein modification by small protein conjugation	BP	e	0.48064630296784827	1.0	1	28	5	230	MID2	8
GO:0016567	protein ubiquitination	BP	e	0.48064630296784827	1.0	1	28	5	230	MID2	9
GO:0034765	regulation of monoatomic ion transmembrane transport	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	6
GO:0051248	negative regulation of protein metabolic process	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	7
GO:0009887	animal organ morphogenesis	BP	e	0.48064630296784827	1.0	1	28	5	230	GPC3	3
GO:0046486	glycerolipid metabolic process	BP	e	0.48064630296784827	1.0	1	28	5	230	TAFAZZIN	5
GO:0040007	growth	BP	e	0.48064630296784827	1.0	1	28	5	230	PLXNA3	1
GO:0050867	positive regulation of cell activation	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	5
GO:0002764	immune response-regulating signaling pathway	BP	e	0.48064630296784827	1.0	1	28	5	230	GDI1	5
GO:0010467	gene expression	BP	e	0.48064630296784827	1.0	1	28	5	230	FAM3A	5
GO:0045785	positive regulation of cell adhesion	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	5
GO:0060271	cilium assembly	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	7
GO:1904062	regulation of monoatomic cation transmembrane transport	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	7
GO:0048589	developmental growth	BP	e	0.48064630296784827	1.0	1	28	5	230	PLXNA3	2
GO:0050773	regulation of dendrite development	BP	e	0.48064630296784827	1.0	1	28	5	230	TRPC5	8
GO:0043270	positive regulation of monoatomic ion transport	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	6
GO:0099536	synaptic signaling	BP	e	0.48064630296784827	1.0	1	28	5	230	HTR2C	5
GO:0034330	cell junction organization	BP	e	0.48064630296784827	1.0	1	28	5	230	PLXNA3	4
GO:0010506	regulation of autophagy	BP	e	0.48064630296784827	1.0	1	28	5	230	MID2	6
GO:0048814	regulation of dendrite morphogenesis	BP	e	0.48064630296784827	1.0	1	28	5	230	TRPC5	9
GO:0051302	regulation of cell division	BP	e	0.48064630296784827	1.0	1	28	5	230	NAP1L2	4
GO:0043410	positive regulation of MAPK cascade	BP	e	0.48064630296784827	1.0	1	28	5	230	HTR2C	8
GO:1902903	regulation of supramolecular fiber organization	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	5
GO:0006790	sulfur compound metabolic process	BP	e	0.48064630296784827	1.0	1	28	5	230	TKTL1	3
GO:0071705	nitrogen compound transport	BP	e	0.4220738487571352	1.0	3	28	16	230	ATP6AP1,FAM3A,GDI1	4
GO:0042981	regulation of apoptotic process	BP	e	0.4220738487571352	1.0	3	28	16	230	FLNA,RPL10,TSC22D3	5
GO:0043067	regulation of programmed cell death	BP	e	0.443289555321632	1.0	3	28	17	230	FLNA,RPL10,TSC22D3	4
GO:0002682	regulation of immune system process	BP	e	0.443289555321632	1.0	3	28	17	230	FAM3A,GDI1,TSC22D3	3
GO:0022414	reproductive process	BP	e	0.46644285728812496	1.0	3	28	18	230	DIAPH2,FAM50A,FLNA	1
GO:1902533	positive regulation of intracellular signal transduction	BP	e	0.46644285728812496	1.0	3	28	18	230	FLNA,HTR2C,MID2	7
GO:0044281	small molecule metabolic process	BP	e	0.46644285728812496	1.0	3	28	18	230	FAAH2,FAM3A,TKTL1	3
GO:0040013	negative regulation of locomotion	BP	e	0.48064630296784827	1.0	1	28	5	230	PLXNA3	4
GO:0002253	activation of immune response	BP	e	0.545276985265183	1.0	1	28	6	230	GDI1	6
GO:0002833	positive regulation of response to biotic stimulus	BP	e	0.545276985265183	1.0	1	28	6	230	GDI1	5
GO:0031349	positive regulation of defense response	BP	e	0.545276985265183	1.0	1	28	6	230	GDI1	6
GO:0090287	regulation of cellular response to growth factor stimulus	BP	e	0.545276985265183	1.0	1	28	6	230	GPC3	4
GO:0050865	regulation of cell activation	BP	e	0.545276985265183	1.0	1	28	6	230	FLNA	4
GO:0070647	protein modification by small protein conjugation or removal	BP	e	0.545276985265183	1.0	1	28	6	230	MID2	7
GO:0019693	ribose phosphate metabolic process	BP	e	0.545276985265183	1.0	1	28	6	230	FAM3A	5
GO:0030031	cell projection assembly	BP	e	0.545276985265183	1.0	1	28	6	230	FLNA	5
GO:0032103	positive regulation of response to external stimulus	BP	e	0.545276985265183	1.0	1	28	6	230	GDI1	5
GO:0043687	post-translational protein modification	BP	e	0.545276985265183	1.0	1	28	6	230	MID2	6
GO:0050678	regulation of epithelial cell proliferation	BP	e	0.545276985265183	1.0	1	28	6	230	GPC3	5
GO:0033993	response to lipid	BP	e	0.545276985265183	1.0	1	28	6	230	SLC10A3	3
GO:0030308	negative regulation of cell growth	BP	e	0.545276985265183	1.0	1	28	6	230	PLXNA3	6
GO:0045089	positive regulation of innate immune response	BP	e	0.545276985265183	1.0	1	28	6	230	GDI1	7
GO:0043408	regulation of MAPK cascade	BP	e	0.545276985265183	1.0	1	28	6	230	HTR2C	7
GO:0120031	plasma membrane bounded cell projection assembly	BP	e	0.545276985265183	1.0	1	28	6	230	FLNA	6
GO:0010608	post-transcriptional regulation of gene expression	BP	e	0.48064630296784827	1.0	1	28	5	230	RPL10	8
GO:0009058	biosynthetic process	BP	e	0.4966971064072082	1.0	4	28	23	230	ALG13,FAM3A,FLNA,RPL10	3
GO:0006950	response to stress	BP	e	0.507085879353568	1.0	4	28	24	230	FAM3A,HTR2C,MID2,TSC22D3	2
GO:0048519	negative regulation of biological process	BP	e	0.5244047743604997	1.0	11	28	77	230	EMD,FAM3A,FLNA,GDI1,GPC3,HTR2C,MID2,PLXNA3,RPL10,TRPC5,TSC22D3	3
GO:0022607	cellular component assembly	BP	e	0.5337349216587008	1.0	4	28	26	230	DIAPH2,FLNA,NAP1L2,PLXNA3	4
GO:0010959	regulation of metal ion transport	BP	e	0.545276985265183	1.0	1	28	6	230	FLNA	6
GO:0043484	regulation of RNA splicing	BP	e	0.545276985265183	1.0	1	28	6	230	FAM50A	8
GO:0006259	DNA metabolic process	BP	e	0.545276985265183	1.0	1	28	6	230	DNASE1L1	6
GO:0002218	activation of innate immune response	BP	e	0.48064630296784827	1.0	1	28	5	230	GDI1	8
GO:0034655	nucleobase-containing compound catabolic process	BP	e	0.48064630296784827	1.0	1	28	5	230	DNASE1L1	5
GO:0009259	ribonucleotide metabolic process	BP	e	0.48064630296784827	1.0	1	28	5	230	FAM3A	8
GO:0044782	cilium organization	BP	e	0.48064630296784827	1.0	1	28	5	230	FLNA	6
GO:0090407	organophosphate biosynthetic process	BP	e	0.48064630296784827	1.0	1	28	5	230	FAM3A	5
GO:0007389	pattern specification process	BP	e	0.48064630296784827	1.0	1	28	5	230	GPC3	2
