Gene	GO_ID	GO_Name	GO_Category	Evidence	In_X_Selection	In_All_X
FLNA	GO:0042995	cell projection	Component	IEA	True	True
FLNA	GO:0043025	neuronal cell body	Component	IEA	True	True
FLNA	GO:0043066	negative regulation of apoptotic process	Process	IMP	True	True
FLNA	GO:0043113	receptor clustering	Process	IDA	True	True
FLNA	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	Process	HMP	True	True
FLNA	GO:0043198	dendritic shaft	Component	IEA	True	True
FLNA	GO:0043204	perikaryon	Component	IEA	True	True
FLNA	GO:0043433	negative regulation of DNA-binding transcription factor activity	Process	IDA	True	True
FLNA	GO:0044319	wound healing, spreading of cells	Process	IDA	True	True
FLNA	GO:0044325	transmembrane transporter binding	Function	IPI	True	True
FLNA	GO:0044877	protein-containing complex binding	Function	IEA	True	True
FLNA	GO:0045184	establishment of protein localization	Process	IDA	True	True
FLNA	GO:0045296	cadherin binding	Function	HDA	True	True
FLNA	GO:0046332	SMAD binding	Function	IEA	True	True
FLNA	GO:0048471	perinuclear region of cytoplasm	Component	IEA	True	True
FLNA	GO:0050821	protein stabilization	Process	IMP	True	True
FLNA	GO:0051015	actin filament binding	Function	IDA	True	True
FLNA	GO:0051015	actin filament binding	Function	IEA	True	True
FLNA	GO:0051020	GTPase binding	Function	IPI	True	True
FLNA	GO:0051209	release of sequestered calcium ion into cytosol	Process	NAS	True	True
FLNA	GO:0051764	actin crosslink formation	Process	IDA	True	True
FLNA	GO:0060271	cilium assembly	Process	IMP	True	True
FLNA	GO:0070062	extracellular exosome	Component	HDA	True	True
FLNA	GO:0070161	anchoring junction	Component	IEA	True	True
FLNA	GO:0070527	platelet aggregation	Process	HMP	True	True
FLNA	GO:0071526	semaphorin-plexin signaling pathway	Process	IGI	True	True
FLNA	GO:0072659	protein localization to plasma membrane	Process	IDA	True	True
FLNA	GO:0090042	tubulin deacetylation	Process	IMP	True	True
FLNA	GO:0090307	mitotic spindle assembly	Process	IDA	True	True
FLNA	GO:0097368	establishment of Sertoli cell barrier	Process	IEA	True	True
FLNA	GO:0097440	apical dendrite	Component	IEA	True	True
FLNA	GO:0098794	postsynapse	Component	IEA	True	True
FLNA	GO:0098978	glutamatergic synapse	Component	IEA	True	True
FLNA	GO:0140297	DNA-binding transcription factor binding	Function	IPI	True	True
FLNA	GO:0140311	protein sequestering activity	Function	IMP	True	True
FLNA	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	Process	IMP	True	True
FLNA	GO:1901381	positive regulation of potassium ion transmembrane transport	Process	IDA	True	True
FLNA	GO:1902396	protein localization to bicellular tight junction	Process	IEA	True	True
FLNA	GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	Process	IC	True	True
FLNA	GO:1905031	regulation of membrane repolarization during cardiac muscle cell action potential	Process	ISS	True	True
FLNA	GO:1990779	glycoprotein Ib-IX-V complex	Component	NAS	True	True
FLNA	GO:2000179	positive regulation of neural precursor cell proliferation	Process	IEA	True	True
FLNA	GO:2001046	positive regulation of integrin-mediated signaling pathway	Process	IMP	True	True
FLNA	GO:2001224	positive regulation of neuron migration	Process	IEA	True	True
AFF2	GO:0002151	G-quadruplex RNA binding	Function	IBA	True	True
AFF2	GO:0002151	G-quadruplex RNA binding	Function	IEA	True	True
AFF2	GO:0002151	G-quadruplex RNA binding	Function	ISS	True	True
AFF2	GO:0003723	RNA binding	Function	IEA	True	True
AFF2	GO:0005634	nucleus	Component	IEA	True	True
AFF2	GO:0006397	mRNA processing	Process	IEA	True	True
AFF2	GO:0007420	brain development	Process	TAS	True	True
AFF2	GO:0007611	learning or memory	Process	IEA	True	True
AFF2	GO:0008380	RNA splicing	Process	IEA	True	True
AFF2	GO:0010468	regulation of gene expression	Process	IEA	True	True
AFF2	GO:0010468	regulation of gene expression	Process	IMP	True	True
AFF2	GO:0010629	negative regulation of gene expression	Process	IEA	True	True
AFF2	GO:0016607	nuclear speck	Component	IBA	True	True
AFF2	GO:0016607	nuclear speck	Component	IDA	True	True
AFF2	GO:0016607	nuclear speck	Component	IEA	True	True
AFF2	GO:0032783	super elongation complex	Component	IBA	True	True
AFF2	GO:0035063	nuclear speck organization	Process	IMP	True	True
AFF2	GO:0043484	regulation of RNA splicing	Process	IBA	True	True
AFF2	GO:0043484	regulation of RNA splicing	Process	IEA	True	True
AFF2	GO:0043484	regulation of RNA splicing	Process	IMP	True	True
G6PD	GO:0004345	glucose-6-phosphate dehydrogenase activity	Function	IBA	True	True
G6PD	GO:0004345	glucose-6-phosphate dehydrogenase activity	Function	IDA	True	True
G6PD	GO:0004345	glucose-6-phosphate dehydrogenase activity	Function	IEA	True	True
G6PD	GO:0004345	glucose-6-phosphate dehydrogenase activity	Function	IMP	True	True
G6PD	GO:0005515	protein binding	Function	IPI	True	True
G6PD	GO:0005536	D-glucose binding	Function	IDA	True	True
G6PD	GO:0005536	D-glucose binding	Function	IEA	True	True
G6PD	GO:0005536	D-glucose binding	Function	IMP	True	True
G6PD	GO:0005737	cytoplasm	Component	IDA	True	True
G6PD	GO:0005737	cytoplasm	Component	IEA	True	True
G6PD	GO:0005829	cytosol	Component	IBA	True	True
G6PD	GO:0005829	cytosol	Component	IDA	True	True
G6PD	GO:0005829	cytosol	Component	IEA	True	True
G6PD	GO:0005829	cytosol	Component	TAS	True	True
G6PD	GO:0006006	glucose metabolic process	Process	IBA	True	True
G6PD	GO:0006006	glucose metabolic process	Process	IEA	True	True
G6PD	GO:0006098	pentose-phosphate shunt	Process	IDA	True	True
G6PD	GO:0006098	pentose-phosphate shunt	Process	IEA	True	True
G6PD	GO:0006629	lipid metabolic process	Process	TAS	True	True
G6PD	GO:0006695	cholesterol biosynthetic process	Process	IMP	True	True
G6PD	GO:0006739	NADP+ metabolic process	Process	IDA	True	True
G6PD	GO:0006740	NADPH regeneration	Process	IMP	True	True
G6PD	GO:0006749	glutathione metabolic process	Process	IMP	True	True
G6PD	GO:0009051	pentose-phosphate shunt, oxidative branch	Process	IBA	True	True
G6PD	GO:0009051	pentose-phosphate shunt, oxidative branch	Process	IEA	True	True
G6PD	GO:0009051	pentose-phosphate shunt, oxidative branch	Process	IMP	True	True
G6PD	GO:0009898	cytoplasmic side of plasma membrane	Component	IDA	True	True
G6PD	GO:0010041	response to iron(III) ion	Process	IEA	True	True
G6PD	GO:0016020	membrane	Component	HDA	True	True
G6PD	GO:0016020	membrane	Component	IEA	True	True
G6PD	GO:0016491	oxidoreductase activity	Function	IEA	True	True
G6PD	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	Function	IEA	True	True
G6PD	GO:0019322	pentose biosynthetic process	Process	IDA	True	True
G6PD	GO:0021762	substantia nigra development	Process	HEP	True	True
G6PD	GO:0030246	carbohydrate binding	Function	IEA	True	True
G6PD	GO:0032094	response to food	Process	IEA	True	True
G6PD	GO:0034451	centriolar satellite	Component	IDA	True	True
G6PD	GO:0034599	cellular response to oxidative stress	Process	IMP	True	True
G6PD	GO:0042802	identical protein binding	Function	IPI	True	True
G6PD	GO:0042803	protein homodimerization activity	Function	IPI	True	True
G6PD	GO:0043249	erythrocyte maturation	Process	IMP	True	True
G6PD	GO:0043523	regulation of neuron apoptotic process	Process	IEA	True	True
G6PD	GO:0045471	response to ethanol	Process	IEA	True	True
G6PD	GO:0046390	ribose phosphate biosynthetic process	Process	IMP	True	True
G6PD	GO:0050661	NADP binding	Function	IDA	True	True
G6PD	GO:0050661	NADP binding	Function	IEA	True	True
G6PD	GO:0051156	glucose 6-phosphate metabolic process	Process	IDA	True	True
G6PD	GO:0051156	glucose 6-phosphate metabolic process	Process	IEA	True	True
G6PD	GO:0051156	glucose 6-phosphate metabolic process	Process	IMP	True	True
G6PD	GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	Process	IEA	True	True
G6PD	GO:0070062	extracellular exosome	Component	HDA	True	True
G6PD	GO:1904879	positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	Process	IEA	True	True
G6PD	GO:2000378	negative regulation of reactive oxygen species metabolic process	Process	IEA	True	True
GAGE1	GO:0003674	molecular_function	Function	ND	True	True
GAGE1	GO:0005575	cellular_component	Component	ND	True	True
GAGE1	GO:0008150	biological_process	Process	ND	True	True
OPN1MW	GO:0001750	photoreceptor outer segment	Component	IBA	True	True
OPN1MW	GO:0004930	G protein-coupled receptor activity	Function	IEA	True	True
OPN1MW	GO:0005886	plasma membrane	Component	IBA	True	True
OPN1MW	GO:0005886	plasma membrane	Component	IDA	True	True
OPN1MW	GO:0005886	plasma membrane	Component	IEA	True	True
OPN1MW	GO:0005886	plasma membrane	Component	TAS	True	True
OPN1MW	GO:0007165	signal transduction	Process	IEA	True	True
OPN1MW	GO:0007186	G protein-coupled receptor signaling pathway	Process	IBA	True	True
OPN1MW	GO:0007186	G protein-coupled receptor signaling pathway	Process	IEA	True	True
OPN1MW	GO:0007186	G protein-coupled receptor signaling pathway	Process	TAS	True	True
OPN1MW	GO:0007601	visual perception	Process	IEA	True	True
OPN1MW	GO:0007601	visual perception	Process	TAS	True	True
OPN1MW	GO:0007602	phototransduction	Process	IBA	True	True
OPN1MW	GO:0007602	phototransduction	Process	IEA	True	True
OPN1MW	GO:0008020	G protein-coupled photoreceptor activity	Function	IBA	True	True
OPN1MW	GO:0009584	detection of visible light	Process	IEA	True	True
OPN1MW	GO:0009881	photoreceptor activity	Function	IEA	True	True
OPN1MW	GO:0009881	photoreceptor activity	Function	IMP	True	True
OPN1MW	GO:0009881	photoreceptor activity	Function	TAS	True	True
OPN1MW	GO:0016020	membrane	Component	IEA	True	True
OPN1MW	GO:0016038	absorption of visible light	Process	IBA	True	True
OPN1MW	GO:0032467	positive regulation of cytokinesis	Process	IEA	True	True
OPN1MW	GO:0032467	positive regulation of cytokinesis	Process	IMP	True	True
OPN1MW	GO:0042802	identical protein binding	Function	IDA	True	True
OPN1MW	GO:0071482	cellular response to light stimulus	Process	IBA	True	True
OPN1MW	GO:0097381	photoreceptor disc membrane	Component	IEA	True	True
OPN1MW	GO:0097381	photoreceptor disc membrane	Component	TAS	True	True
GDI1	GO:0005092	GDP-dissociation inhibitor activity	Function	IDA	True	True
GDI1	GO:0005092	GDP-dissociation inhibitor activity	Function	IEA	True	True
GDI1	GO:0005092	GDP-dissociation inhibitor activity	Function	TAS	True	True
GDI1	GO:0005093	Rab GDP-dissociation inhibitor activity	Function	IBA	True	True
GDI1	GO:0005093	Rab GDP-dissociation inhibitor activity	Function	IEA	True	True
GDI1	GO:0005093	Rab GDP-dissociation inhibitor activity	Function	ISS	True	True
GDI1	GO:0005096	GTPase activator activity	Function	IEA	True	True
GDI1	GO:0005515	protein binding	Function	IPI	True	True
GDI1	GO:0005737	cytoplasm	Component	IDA	True	True
GDI1	GO:0005737	cytoplasm	Component	IEA	True	True
GDI1	GO:0005783	endoplasmic reticulum	Component	IDA	True	True
GDI1	GO:0005794	Golgi apparatus	Component	IEA	True	True
GDI1	GO:0005829	cytosol	Component	IBA	True	True
GDI1	GO:0005829	cytosol	Component	TAS	True	True
GDI1	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	Process	IMP	True	True
GDI1	GO:0006893	Golgi to plasma membrane transport	Process	IDA	True	True
GDI1	GO:0007165	signal transduction	Process	TAS	True	True
GDI1	GO:0007264	small GTPase-mediated signal transduction	Process	IEA	True	True
GDI1	GO:0015031	protein transport	Process	IEA	True	True
GDI1	GO:0016192	vesicle-mediated transport	Process	IBA	True	True
GDI1	GO:0030424	axon	Component	IEA	True	True
GDI1	GO:0030496	midbody	Component	IDA	True	True
GDI1	GO:0031267	small GTPase binding	Function	IEA	True	True
GDI1	GO:0032482	Rab protein signal transduction	Process	ISS	True	True
GDI1	GO:0032991	protein-containing complex	Component	IEA	True	True
GDI1	GO:0034123	positive regulation of toll-like receptor signaling pathway	Process	IDA	True	True
GDI1	GO:0034142	toll-like receptor 4 signaling pathway	Process	IDA	True	True
GDI1	GO:0043025	neuronal cell body	Component	IEA	True	True
GDI1	GO:0043209	myelin sheath	Component	IEA	True	True
GDI1	GO:0045773	positive regulation of axon extension	Process	IEA	True	True
GDI1	GO:0050771	negative regulation of axonogenesis	Process	IEA	True	True
GDI1	GO:0050771	negative regulation of axonogenesis	Process	ISS	True	True
GDI1	GO:0051592	response to calcium ion	Process	IEA	True	True
GDI1	GO:0090315	negative regulation of protein targeting to membrane	Process	IMP	True	True
GDI1	GO:0099523	presynaptic cytosol	Component	IEA	True	True
GDI1	GO:1903828	negative regulation of protein localization	Process	IEA	True	True
GK	GO:0000166	nucleotide binding	Function	IEA	True	True
GK	GO:0004370	glycerol kinase activity	Function	IBA	True	True
GK	GO:0004370	glycerol kinase activity	Function	IDA	True	True
GK	GO:0004370	glycerol kinase activity	Function	IEA	True	True
GK	GO:0004370	glycerol kinase activity	Function	IMP	True	True
GK	GO:0004370	glycerol kinase activity	Function	NAS	True	True
GK	GO:0004370	glycerol kinase activity	Function	TAS	True	True
GK	GO:0005515	protein binding	Function	IPI	True	True
GK	GO:0005524	ATP binding	Function	IEA	True	True
GK	GO:0005634	nucleus	Component	IDA	True	True
GK	GO:0005634	nucleus	Component	IEA	True	True
GK	GO:0005737	cytoplasm	Component	IEA	True	True
GK	GO:0005739	mitochondrion	Component	HTP	True	True
GK	GO:0005739	mitochondrion	Component	IBA	True	True
GK	GO:0005739	mitochondrion	Component	IDA	True	True
GK	GO:0005739	mitochondrion	Component	IEA	True	True
GK	GO:0005741	mitochondrial outer membrane	Component	IEA	True	True
GK	GO:0005829	cytosol	Component	IDA	True	True
GK	GO:0005829	cytosol	Component	IEA	True	True
GK	GO:0005829	cytosol	Component	TAS	True	True
GK	GO:0005975	carbohydrate metabolic process	Process	IEA	True	True
GK	GO:0006071	glycerol metabolic process	Process	IBA	True	True
GK	GO:0006071	glycerol metabolic process	Process	IEA	True	True
GK	GO:0006071	glycerol metabolic process	Process	IMP	True	True
GK	GO:0006072	glycerol-3-phosphate metabolic process	Process	IEA	True	True
GK	GO:0006641	triglyceride metabolic process	Process	IBA	True	True
GK	GO:0006641	triglyceride metabolic process	Process	IMP	True	True
GK	GO:0016020	membrane	Component	IEA	True	True
GK	GO:0016301	kinase activity	Function	IEA	True	True
GK	GO:0016740	transferase activity	Function	IEA	True	True
GK	GO:0016773	phosphotransferase activity, alcohol group as acceptor	Function	IEA	True	True
GK	GO:0019432	triglyceride biosynthetic process	Process	TAS	True	True
GK	GO:0019563	glycerol catabolic process	Process	IEA	True	True
GK	GO:0046167	glycerol-3-phosphate biosynthetic process	Process	IBA	True	True
GK	GO:0046167	glycerol-3-phosphate biosynthetic process	Process	IDA	True	True
GK	GO:0046167	glycerol-3-phosphate biosynthetic process	Process	IMP	True	True
GK	GO:0046872	metal ion binding	Function	IEA	True	True
GK	GO:0070062	extracellular exosome	Component	HDA	True	True
GLA	GO:0003824	catalytic activity	Function	IDA	True	True
GLA	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Function	IEA	True	True
GLA	GO:0004557	alpha-galactosidase activity	Function	IBA	True	True
GLA	GO:0004557	alpha-galactosidase activity	Function	IDA	True	True
GLA	GO:0004557	alpha-galactosidase activity	Function	IEA	True	True
GLA	GO:0004557	alpha-galactosidase activity	Function	IMP	True	True
GLA	GO:0005102	signaling receptor binding	Function	IDA	True	True
GLA	GO:0005515	protein binding	Function	IPI	True	True
GLA	GO:0005576	extracellular region	Component	IDA	True	True
GLA	GO:0005576	extracellular region	Component	IEA	True	True
GLA	GO:0005576	extracellular region	Component	IMP	True	True
GLA	GO:0005576	extracellular region	Component	TAS	True	True
GLA	GO:0005737	cytoplasm	Component	IBA	True	True
GLA	GO:0005737	cytoplasm	Component	IMP	True	True
GLA	GO:0005764	lysosome	Component	IEA	True	True
GLA	GO:0005764	lysosome	Component	IMP	True	True
GLA	GO:0005764	lysosome	Component	TAS	True	True
GLA	GO:0005794	Golgi apparatus	Component	IMP	True	True
GLA	GO:0005975	carbohydrate metabolic process	Process	IEA	True	True
GLA	GO:0006629	lipid metabolic process	Process	IEA	True	True
GLA	GO:0009311	oligosaccharide metabolic process	Process	IBA	True	True
GLA	GO:0009311	oligosaccharide metabolic process	Process	IDA	True	True
GLA	GO:0016020	membrane	Component	IEA	True	True
GLA	GO:0016139	glycoside catabolic process	Process	IBA	True	True
GLA	GO:0016787	hydrolase activity	Function	IEA	True	True
GLA	GO:0016787	hydrolase activity	Function	TAS	True	True
GLA	GO:0016798	hydrolase activity, acting on glycosyl bonds	Function	IEA	True	True
GLA	GO:0035578	azurophil granule lumen	Component	TAS	True	True
GLA	GO:0042803	protein homodimerization activity	Function	IDA	True	True
GLA	GO:0043202	lysosomal lumen	Component	TAS	True	True
GLA	GO:0045019	negative regulation of nitric oxide biosynthetic process	Process	ISS	True	True
GLA	GO:0046477	glycosylceramide catabolic process	Process	ISS	True	True
GLA	GO:0046479	glycosphingolipid catabolic process	Process	IDA	True	True
GLA	GO:0046479	glycosphingolipid catabolic process	Process	IEA	True	True
GLA	GO:0046479	glycosphingolipid catabolic process	Process	IMP	True	True
GLA	GO:0046479	glycosphingolipid catabolic process	Process	TAS	True	True
GLA	GO:0051001	negative regulation of nitric-oxide synthase activity	Process	ISS	True	True
GLA	GO:0070062	extracellular exosome	Component	HDA	True	True
GPC3	GO:0001658	branching involved in ureteric bud morphogenesis	Process	IEA	True	True
GPC3	GO:0001822	kidney development	Process	IEA	True	True
GPC3	GO:0005515	protein binding	Function	IPI	True	True
GPC3	GO:0005764	lysosome	Component	IEA	True	True
GPC3	GO:0005788	endoplasmic reticulum lumen	Component	TAS	True	True
GPC3	GO:0005796	Golgi lumen	Component	TAS	True	True
GPC3	GO:0005886	plasma membrane	Component	IBA	True	True
GPC3	GO:0005886	plasma membrane	Component	IDA	True	True
GPC3	GO:0005886	plasma membrane	Component	IEA	True	True
GPC3	GO:0005886	plasma membrane	Component	ISS	True	True
GPC3	GO:0005886	plasma membrane	Component	TAS	True	True
GPC3	GO:0007224	smoothened signaling pathway	Process	IEA	True	True
GPC3	GO:0008285	negative regulation of cell population proliferation	Process	IEA	True	True
GPC3	GO:0009617	response to bacterium	Process	IEA	True	True
GPC3	GO:0009653	anatomical structure morphogenesis	Process	TAS	True	True
GPC3	GO:0009887	animal organ morphogenesis	Process	IEA	True	True
GPC3	GO:0009948	anterior/posterior axis specification	Process	IEA	True	True
GPC3	GO:0009966	regulation of signal transduction	Process	IEA	True	True
GPC3	GO:0009986	cell surface	Component	IBA	True	True
GPC3	GO:0010171	body morphogenesis	Process	IEA	True	True
GPC3	GO:0016020	membrane	Component	IEA	True	True
GPC3	GO:0016477	cell migration	Process	IBA	True	True
GPC3	GO:0030282	bone mineralization	Process	IEA	True	True
GPC3	GO:0030316	osteoclast differentiation	Process	IEA	True	True
GPC3	GO:0030324	lung development	Process	IEA	True	True
GPC3	GO:0030414	peptidase inhibitor activity	Function	IEA	True	True
GPC3	GO:0030513	positive regulation of BMP signaling pathway	Process	IEA	True	True
GPC3	GO:0035116	embryonic hindlimb morphogenesis	Process	IEA	True	True
GPC3	GO:0040008	regulation of growth	Process	IEA	True	True
GPC3	GO:0042074	cell migration involved in gastrulation	Process	ISS	True	True
GPC3	GO:0043202	lysosomal lumen	Component	IEA	True	True
GPC3	GO:0043202	lysosomal lumen	Component	TAS	True	True
GPC3	GO:0045732	positive regulation of protein catabolic process	Process	IEA	True	True
GPC3	GO:0045732	positive regulation of protein catabolic process	Process	ISS	True	True
GPC3	GO:0045807	positive regulation of endocytosis	Process	IEA	True	True
GPC3	GO:0045807	positive regulation of endocytosis	Process	ISS	True	True
GPC3	GO:0045879	negative regulation of smoothened signaling pathway	Process	IEA	True	True
GPC3	GO:0045879	negative regulation of smoothened signaling pathway	Process	ISS	True	True
GPC3	GO:0045880	positive regulation of smoothened signaling pathway	Process	IEA	True	True
GPC3	GO:0045926	negative regulation of growth	Process	IEA	True	True
GPC3	GO:0046326	positive regulation of D-glucose import	Process	IEA	True	True
GPC3	GO:0050673	epithelial cell proliferation	Process	IEA	True	True
GPC3	GO:0050680	negative regulation of epithelial cell proliferation	Process	IEA	True	True
GPC3	GO:0060070	canonical Wnt signaling pathway	Process	IEA	True	True
GPC3	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	Process	IEA	True	True
GPC3	GO:0060422	peptidyl-dipeptidase inhibitor activity	Function	IDA	True	True
GPC3	GO:0060828	regulation of canonical Wnt signaling pathway	Process	IDA	True	True
GPC3	GO:0060976	coronary vasculature development	Process	IEA	True	True
GPC3	GO:0060976	coronary vasculature development	Process	ISS	True	True
GPC3	GO:0072111	cell proliferation involved in kidney development	Process	IEA	True	True
GPC3	GO:0072111	cell proliferation involved in kidney development	Process	ISS	True	True
GPC3	GO:0072138	mesenchymal cell proliferation involved in ureteric bud development	Process	IEA	True	True
GPC3	GO:0072138	mesenchymal cell proliferation involved in ureteric bud development	Process	ISS	True	True
GPC3	GO:0072180	mesonephric duct morphogenesis	Process	IEA	True	True
GPC3	GO:0072180	mesonephric duct morphogenesis	Process	ISS	True	True
GPC3	GO:0072203	cell proliferation involved in metanephros development	Process	IEA	True	True
GPC3	GO:0090090	negative regulation of canonical Wnt signaling pathway	Process	IEA	True	True
GPC3	GO:0090263	positive regulation of canonical Wnt signaling pathway	Process	IBA	True	True
GPC3	GO:0090263	positive regulation of canonical Wnt signaling pathway	Process	IDA	True	True
GPC3	GO:0098552	side of membrane	Component	IEA	True	True
GPC3	GO:1905475	regulation of protein localization to membrane	Process	IBA	True	True
GPC3	GO:2000050	regulation of non-canonical Wnt signaling pathway	Process	IDA	True	True
GPC3	GO:2000096	positive regulation of Wnt signaling pathway, planar cell polarity pathway	Process	IEA	True	True
LPAR4	GO:0004930	G protein-coupled receptor activity	Function	IEA	True	True
LPAR4	GO:0005886	plasma membrane	Component	IBA	True	True
LPAR4	GO:0005886	plasma membrane	Component	IDA	True	True
LPAR4	GO:0005886	plasma membrane	Component	IEA	True	True
LPAR4	GO:0005886	plasma membrane	Component	TAS	True	True
LPAR4	GO:0007165	signal transduction	Process	IEA	True	True
LPAR4	GO:0007186	G protein-coupled receptor signaling pathway	Process	IBA	True	True
LPAR4	GO:0007186	G protein-coupled receptor signaling pathway	Process	IEA	True	True
LPAR4	GO:0008289	lipid binding	Function	IEA	True	True
LPAR4	GO:0016020	membrane	Component	IEA	True	True
LPAR4	GO:0016604	nuclear body	Component	IDA	True	True
LPAR4	GO:0035727	lysophosphatidic acid binding	Function	IEA	True	True
LPAR4	GO:0070915	lysophosphatidic acid receptor activity	Function	IBA	True	True
LPAR4	GO:0070915	lysophosphatidic acid receptor activity	Function	IEA	True	True
GPR34	GO:0004930	G protein-coupled receptor activity	Function	IEA	True	True
GPR34	GO:0004930	G protein-coupled receptor activity	Function	TAS	True	True
GPR34	GO:0005886	plasma membrane	Component	IEA	True	True
GPR34	GO:0005886	plasma membrane	Component	TAS	True	True
GPR34	GO:0007165	signal transduction	Process	IEA	True	True
GPR34	GO:0007186	G protein-coupled receptor signaling pathway	Process	IBA	True	True
GPR34	GO:0007186	G protein-coupled receptor signaling pathway	Process	IEA	True	True
GPR34	GO:0007186	G protein-coupled receptor signaling pathway	Process	TAS	True	True
GPR34	GO:0016020	membrane	Component	IEA	True	True
GPR34	GO:0035589	G protein-coupled purinergic nucleotide receptor signaling pathway	Process	IEA	True	True
GPR34	GO:0045028	G protein-coupled purinergic nucleotide receptor activity	Function	IBA	True	True
HSD17B10	GO:0000049	tRNA binding	Function	IDA	True	True
HSD17B10	GO:0003723	RNA binding	Function	HDA	True	True
HSD17B10	GO:0003857	(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity	Function	IDA	True	True
HSD17B10	GO:0003857	(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity	Function	IEA	True	True
HSD17B10	GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	Function	IBA	True	True
HSD17B10	GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	Function	IEA	True	True
HSD17B10	GO:0005515	protein binding	Function	IPI	True	True
HSD17B10	GO:0005737	cytoplasm	Component	TAS	True	True
HSD17B10	GO:0005739	mitochondrion	Component	HTP	True	True
HSD17B10	GO:0005739	mitochondrion	Component	IBA	True	True
HSD17B10	GO:0005739	mitochondrion	Component	IDA	True	True
HSD17B10	GO:0005739	mitochondrion	Component	IEA	True	True
HSD17B10	GO:0005739	mitochondrion	Component	ISS	True	True
HSD17B10	GO:0005759	mitochondrial matrix	Component	TAS	True	True
HSD17B10	GO:0005886	plasma membrane	Component	TAS	True	True
HSD17B10	GO:0006550	L-isoleucine catabolic process	Process	IDA	True	True
HSD17B10	GO:0006550	L-isoleucine catabolic process	Process	IEA	True	True
HSD17B10	GO:0006629	lipid metabolic process	Process	IEA	True	True
HSD17B10	GO:0006629	lipid metabolic process	Process	TAS	True	True
HSD17B10	GO:0006631	fatty acid metabolic process	Process	IBA	True	True
HSD17B10	GO:0006631	fatty acid metabolic process	Process	IEA	True	True
HSD17B10	GO:0006635	fatty acid beta-oxidation	Process	IDA	True	True
HSD17B10	GO:0006635	fatty acid beta-oxidation	Process	IEA	True	True
HSD17B10	GO:0006699	bile acid biosynthetic process	Process	IDA	True	True
HSD17B10	GO:0006699	bile acid biosynthetic process	Process	IEA	True	True
HSD17B10	GO:0007005	mitochondrion organization	Process	IMP	True	True
HSD17B10	GO:0008033	tRNA processing	Process	IEA	True	True
HSD17B10	GO:0008202	steroid metabolic process	Process	IEA	True	True
HSD17B10	GO:0008207	C21-steroid hormone metabolic process	Process	IDA	True	True
HSD17B10	GO:0008209	androgen metabolic process	Process	IBA	True	True
HSD17B10	GO:0008209	androgen metabolic process	Process	IDA	True	True
HSD17B10	GO:0008210	estrogen metabolic process	Process	IBA	True	True
HSD17B10	GO:0008210	estrogen metabolic process	Process	IDA	True	True
HSD17B10	GO:0008709	cholate 7-alpha-dehydrogenase (NAD+) activity	Function	IDA	True	True
HSD17B10	GO:0008709	cholate 7-alpha-dehydrogenase (NAD+) activity	Function	IEA	True	True
HSD17B10	GO:0008709	cholate 7-alpha-dehydrogenase (NAD+) activity	Function	TAS	True	True
HSD17B10	GO:0016491	oxidoreductase activity	Function	IEA	True	True
HSD17B10	GO:0030678	mitochondrial ribonuclease P complex	Component	IDA	True	True
HSD17B10	GO:0030678	mitochondrial ribonuclease P complex	Component	IPI	True	True
HSD17B10	GO:0030678	mitochondrial ribonuclease P complex	Component	TAS	True	True
HSD17B10	GO:0042645	mitochondrial nucleoid	Component	IDA	True	True
HSD17B10	GO:0042645	mitochondrial nucleoid	Component	IEA	True	True
HSD17B10	GO:0043527	tRNA methyltransferase complex	Component	IPI	True	True
HSD17B10	GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	Function	IDA	True	True
HSD17B10	GO:0047015	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	Function	IDA	True	True
HSD17B10	GO:0047015	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	Function	IEA	True	True
HSD17B10	GO:0047035	testosterone dehydrogenase (NAD+) activity	Function	IDA	True	True
HSD17B10	GO:0047035	testosterone dehydrogenase (NAD+) activity	Function	IEA	True	True
HSD17B10	GO:0047044	androstan-3-alpha,17-beta-diol dehydrogenase (NAD+) activity	Function	IEA	True	True
HSD17B10	GO:0051289	protein homotetramerization	Process	IDA	True	True
HSD17B10	GO:0062173	brexanolone metabolic process	Process	IDA	True	True
HSD17B10	GO:0070901	mitochondrial tRNA methylation	Process	IDA	True	True
HSD17B10	GO:0097745	mitochondrial tRNA 5'-end processing	Process	IDA	True	True
HSD17B10	GO:0106281	chenodeoxycholate 7-alpha-dehydrogenase (NAD+) activity	Function	IDA	True	True
