ihs_pos	ihs_neg_log10_p	relate_pos	relate_score	relate_population	distance	n_relate_nearby
32333544	2.96103504145446	32351155	5.16531	LWK	17611	1
11975379	2.954108519665435	12012826	6.3714	ESN	37447	6
130102880	2.9533121964655837	130103591	5.33928	MSL	711	2
99792906	2.9505565427721896	99747248	5.37123	ASW	45658	4
41462382	2.9500973953394967	41475313	5.30338	GWD	12931	1
133521123	2.9455691039295027	133472309	5.25893	LWK	48814	1
99815926	2.938859722520511	99796599	5.01388	GWD	19327	1
133520961	2.9332567579528144	133472309	5.25893	LWK	48652	1
63524009	2.931120831004912	63528088	5.72088	YRI	4079	2
99786520	2.9270647662762257	99747248	5.37123	ASW	39272	4
63523841	2.926637979513422	63528088	5.72088	YRI	4247	2
63523927	2.915993886853447	63528088	5.72088	YRI	4161	2
32313836	2.912936817564969	32351155	5.16531	LWK	37319	1
100104175	2.89656922230393	100134485	5.68662	LWK	30310	2
143273339	2.878057245609156	143309037	5.00667	GWD	35698	5
82104287	2.8715629803859897	82138759	5.13889	YRI	34472	5
62921600	2.8698425048649163	62924823	6.77404	ESN	3223	8
33313991	2.869178602909172	33329689	7.33452	MSL	15698	2
131951974	2.862875457199681	131943096	5.44882	ESN	8878	3
34056379	2.85781395966428	34008902	5.11282	MSL	47477	1
87023835	2.8516288989559837	87050871	5.58082	ACB	27036	1
99786659	2.8472688725038098	99747248	5.37123	ASW	39411	4
99798956	2.843948524787069	99796599	5.01388	GWD	2357	1
97776399	2.8428221607088373	97806661	6.61031	YRI	30262	5
20475392	2.842131437084624	20443399	5.23073	ACB	31993	1
123019351	2.8417260523666843	123047322	5.82743	LWK	27971	1
131953939	2.8348840264550192	131943096	5.44882	ESN	10843	3
116749505	2.833954402995911	116733286	5.71756	YRI	16219	2
62921078	2.831720946115721	62924823	6.77404	ESN	3745	8
126013171	2.8214646363781	125990809	5.13006	ESN	22362	1
143272447	2.812123306086792	143309037	5.00667	GWD	36590	5
78703626	2.810839179822575	78655154	5.03851	ACB	48472	1
123032564	2.8060636716636846	123047322	5.82743	LWK	14758	1
116747411	2.800815411802108	116733286	5.71756	YRI	14125	2
129122861	2.795959291359444	129097799	5.29252	LWK	25062	1
55066833	2.7929226852311784	55020959	5.46181	ACB	45874	1
139908577	2.7914645237670688	139951298	5.05377	ASW	42721	1
63524555	2.785739803809057	63528088	5.72088	YRI	3533	2
11980439	2.781995969857181	12012826	6.3714	ESN	32387	6
11980442	2.781995969857181	12012826	6.3714	ESN	32384	6
41461380	2.781877160165924	41475313	5.30338	GWD	13933	1
41464670	2.7810604138028427	41475313	5.30338	GWD	10643	1
82103500	2.7788780756541582	82138759	5.13889	YRI	35259	5
123021297	2.776830147545547	123047322	5.82743	LWK	26025	1
32028177	2.776815310305229	32008576	5.11282	MSL	19601	1
11978468	2.7734186501981344	12012826	6.3714	ESN	34358	6
99811926	2.769905568666054	99796599	5.01388	GWD	15327	1
123021553	2.7686313427483302	123047322	5.82743	LWK	25769	1
116753099	2.768290612222461	116733286	5.71756	YRI	19813	2
131951988	2.766572472095429	131943096	5.44882	ESN	8892	3
41461223	2.7663207215327743	41475313	5.30338	GWD	14090	1
99810918	2.76441076082274	99796599	5.01388	GWD	14319	1
130105854	2.7586257764915336	130103591	5.33928	MSL	2263	2
11981354	2.7583743960216225	12012826	6.3714	ESN	31472	6
99798945	2.75405839550042	99796599	5.01388	GWD	2346	1
35297693	2.753186746612587	35331153	6.03526	ESN	33460	7
22750631	2.751635856048715	22754526	5.28313	ESN	3895	2
46591830	2.744758248194045	46577304	5.50612	LWK	14526	1
143272406	2.7432687682862107	143309037	5.00667	GWD	36631	5
78704142	2.7432245326305376	78655154	5.03851	ACB	48988	1
130104129	2.741514366970037	130103591	5.33928	MSL	538	2
53355844	2.7404089466562795	53404752	6.19419	LWK	48908	1
46592268	2.738994341253578	46577304	5.50612	LWK	14964	1
97470988	2.734090322986389	97465273	5.12545	LWK	5715	1
146480096	2.7322653500735887	146458610	5.21292	LWK	21486	1
22750799	2.7314119475473464	22754526	5.28313	ESN	3727	2
146491036	2.728587863221544	146458610	5.21292	LWK	32426	1
143402102	2.72190133449233	143386513	5.4991	ESN	15589	2
22750687	2.7216369849157647	22754526	5.28313	ESN	3839	2
46590809	2.720021800434247	46577304	5.50612	LWK	13505	1
82153175	2.71277419617986	82155170	6.07029	GWD	1995	8
35514781	2.711161702551692	35470944	7.59619	ACB	43837	20
124904070	2.7071911951989898	124887100	5.57208	GWD	16970	2
145332791	2.706532173767949	145307128	6.77652	MSL	25663	16
22750566	2.7033700122619786	22754526	5.28313	ESN	3960	2
87027176	2.696013596400266	87050871	5.58082	ACB	23695	1
35290866	2.691046870432275	35331153	6.03526	ESN	40287	7
41635889	2.6863765793137047	41640566	5.14686	ACB	4677	1
124903541	2.679874274654063	124887100	5.57208	GWD	16441	2
82295692	2.677849417020174	82309252	5.80066	MSL	13560	15
51937196	2.676859123989093	51983954	5.23264	ASW	46758	2
124903281	2.6730889861258684	124887100	5.57208	GWD	16181	2
124904054	2.670368604796802	124887100	5.57208	GWD	16954	2
97470509	2.670223169712892	97465273	5.12545	LWK	5236	1
143448452	2.666414212127219	143440169	5.40126	LWK	8283	1
99810584	2.663581103580059	99796599	5.01388	GWD	13985	1
97461099	2.6608656700052946	97465273	5.12545	LWK	4174	1
119156471	2.657513263809032	119112678	5.45382	ACB	43793	1
99796942	2.656642862070281	99747248	5.37123	ASW	49694	3
99796680	2.656642862070281	99747248	5.37123	ASW	49432	3
53418165	2.655685588336961	53430674	6.97114	LWK	12509	4
41463824	2.652017671143322	41475313	5.30338	GWD	11489	1
5224644	2.646716095457893	5232600	5.98081	YRI	7956	2
99810740	2.6454132591214616	99796599	5.01388	GWD	14141	1
100106662	2.6438213484046966	100134485	5.68662	LWK	27823	2
22752286	2.6414488627445825	22754526	5.28313	ESN	2240	2
130103591	2.6394388879513877	130103591	5.33928	MSL	0	2
99801297	2.638022252953837	99796599	5.01388	GWD	4698	1
11986578	2.637111764069289	12012826	6.3714	ESN	26248	6
11986489	2.635305713546282	12012826	6.3714	ESN	26337	6
99809418	2.634583470209648	99796599	5.01388	GWD	12819	1
146488983	2.6336447049677583	146458610	5.21292	LWK	30373	1
97470693	2.6323307205731403	97465273	5.12545	LWK	5420	1
22750890	2.631045938760295	22754526	5.28313	ESN	3636	2
120389717	2.63009338598174	120407941	5.251	LWK	18224	1
31143802	2.62906886671047	31146158	5.49049	GWD	2356	1
78704610	2.623430446615066	78655154	5.03851	ACB	49456	1
97468638	2.62184530403934	97465273	5.12545	LWK	3365	1
97469360	2.62184530403934	97465273	5.12545	LWK	4087	1
99799425	2.6162867633902493	99796599	5.01388	GWD	2826	1
119157282	2.6156823113060788	119112678	5.45382	ACB	44604	1
124904051	2.6129919255744367	124887100	5.57208	GWD	16951	2
99800078	2.609253630343656	99796599	5.01388	GWD	3479	1
99801673	2.6062793251130505	99796599	5.01388	GWD	5074	1
146487631	2.6014121003867667	146458610	5.21292	LWK	29021	1
97466478	2.600823753685802	97465273	5.12545	LWK	1205	1
81968091	2.598442361070358	82010522	5.03548	MSL	42431	1
120391481	2.595273680181033	120407941	5.251	LWK	16460	1
99809723	2.5938835246408267	99796599	5.01388	GWD	13124	1
35515649	2.592049674188562	35470944	7.59619	ACB	44705	19
99811029	2.5866522559943954	99796599	5.01388	GWD	14430	1
41461382	2.5811033465710573	41475313	5.30338	GWD	13931	1
99801561	2.576131660525604	99796599	5.01388	GWD	4962	1
99801347	2.5760317055109585	99796599	5.01388	GWD	4748	1
41461628	2.574275675881829	41475313	5.30338	GWD	13685	1
97465273	2.5726486815907483	97465273	5.12545	LWK	0	1
41460364	2.5721492710625	41475313	5.30338	GWD	14949	1
34029495	2.5698098347383835	34008902	5.11282	MSL	20593	1
53408003	2.569581655176517	53430674	6.97114	LWK	22671	4
